dt,site,site2,yield_mm,hobo_event_n,recession_n
2018-09-11T13:55:00Z,SF-B,YB,0.04053675746923431,3,SFB_E3_1
2018-09-11T14:00:00Z,SF-B,YB,0.04053675746923431,3,SFB_E3_1
2018-09-11T14:05:00Z,SF-B,YB,0.042274047075058635,3,SFB_E3_1
2018-09-11T14:10:00Z,SF-B,YB,0.042274047075058635,3,SFB_E3_1
2018-09-11T14:15:00Z,SF-B,YB,0.04285314361033341,3,SFB_E3_1
2018-09-11T14:20:00Z,SF-B,YB,0.04285314361033341,3,SFB_E3_1
2018-09-11T14:25:00Z,SF-B,YB,0.042274047075058635,3,SFB_E3_1
2018-09-11T14:30:00Z,SF-B,YB,0.04343224014560819,3,SFB_E3_1
2018-09-11T14:35:00Z,SF-B,YB,0.04343224014560819,3,SFB_E3_1
2018-09-11T14:40:00Z,SF-B,YB,0.04343224014560819,3,SFB_E3_1
2018-09-11T14:45:00Z,SF-B,YB,0.04459043321615774,3,SFB_E3_1
2018-09-11T14:50:00Z,SF-B,YB,0.044011336680882966,3,SFB_E3_1
2018-09-11T14:55:00Z,SF-B,YB,0.04459043321615774,3,SFB_E3_1
2018-09-11T15:00:00Z,SF-B,YB,0.04459043321615774,3,SFB_E3_1
2018-09-11T15:05:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T15:10:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T15:15:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T15:20:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T15:25:00Z,SF-B,YB,0.045748626286707283,3,SFB_E3_1
2018-09-11T15:30:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T15:35:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T15:40:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T15:45:00Z,SF-B,YB,0.045748626286707283,3,SFB_E3_1
2018-09-11T15:50:00Z,SF-B,YB,0.045748626286707283,3,SFB_E3_1
2018-09-11T15:55:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T16:00:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T16:05:00Z,SF-B,YB,0.04516952975143251,3,SFB_E3_1
2018-09-11T16:10:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T16:15:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T16:20:00Z,SF-B,YB,0.04632772282198207,3,SFB_E3_1
2018-09-11T16:25:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T16:30:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T16:35:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T16:40:00Z,SF-B,YB,0.04922320549835594,3,SFB_E3_1
2018-09-11T16:45:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T16:50:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T16:55:00Z,SF-B,YB,0.04806501242780639,3,SFB_E3_1
2018-09-11T17:00:00Z,SF-B,YB,0.04690681935725685,3,SFB_E3_1
2018-09-11T17:05:00Z,SF-B,YB,0.04748591589253162,3,SFB_E3_1
2018-09-11T17:10:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T17:15:00Z,SF-B,YB,0.04922320549835594,3,SFB_E3_1
2018-09-11T17:20:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T17:25:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T17:30:00Z,SF-B,YB,0.04806501242780639,3,SFB_E3_1
2018-09-11T17:35:00Z,SF-B,YB,0.04864410896308117,3,SFB_E3_1
2018-09-11T17:40:00Z,SF-B,YB,0.04922320549835594,3,SFB_E3_1
2018-09-11T17:45:00Z,SF-B,YB,0.0503813985689055,3,SFB_E3_1
2018-09-21T17:00:00Z,SF-B,YB,0.003474579211648655,4,SFB_E4_1
2018-09-21T17:05:00Z,SF-B,YB,0.004632772282198207,4,SFB_E4_1
2018-09-21T17:10:00Z,SF-B,YB,0.004632772282198207,4,SFB_E4_1
2018-09-21T17:15:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T17:20:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T17:25:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T17:30:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T17:35:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T17:40:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T17:45:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T17:50:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T17:55:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T18:00:00Z,SF-B,YB,0.0057909653527477584,4,SFB_E4_1
2018-09-21T18:05:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T18:10:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T18:15:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T18:20:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T18:25:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T18:30:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T18:35:00Z,SF-B,YB,0.006370061888022534,4,SFB_E4_1
2018-09-21T18:40:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T18:45:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T18:50:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T18:55:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:00:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T19:05:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:10:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:15:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T19:20:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T19:25:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:30:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T19:35:00Z,SF-B,YB,0.00694915842329731,4,SFB_E4_1
2018-09-21T19:40:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:45:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T19:50:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T19:55:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T20:00:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T20:05:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T20:10:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T20:15:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T20:20:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T20:25:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T20:30:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T20:35:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T20:40:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T20:45:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T20:50:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T20:55:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:00:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:05:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T21:10:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:15:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:20:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T21:25:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T21:30:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:35:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T21:40:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T21:45:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T21:50:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T21:55:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T22:00:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T22:05:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-21T22:10:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T22:15:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T22:20:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T22:25:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T22:30:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T22:35:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T22:40:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T22:45:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-21T22:50:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T22:55:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T23:00:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T23:05:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-21T23:10:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T23:15:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T23:20:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T23:25:00Z,SF-B,YB,0.008107351493846861,4,SFB_E4_1
2018-09-21T23:30:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T23:35:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T23:40:00Z,SF-B,YB,0.009265544564396414,4,SFB_E4_1
2018-09-21T23:45:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-21T23:50:00Z,SF-B,YB,0.007528254958572085,4,SFB_E4_1
2018-09-21T23:55:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-22T00:00:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T00:05:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T00:10:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T00:15:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T00:20:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T00:25:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T00:30:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T00:35:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T00:40:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T00:45:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T00:50:00Z,SF-B,YB,0.012161027240770292,4,SFB_E4_1
2018-09-22T00:55:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:00:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:05:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:10:00Z,SF-B,YB,0.00984464109967119,4,SFB_E4_1
2018-09-22T01:15:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T01:20:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T01:25:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:30:00Z,SF-B,YB,0.011581930705495517,4,SFB_E4_1
2018-09-22T01:35:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:40:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T01:45:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T01:50:00Z,SF-B,YB,0.012161027240770292,4,SFB_E4_1
2018-09-22T01:55:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T02:00:00Z,SF-B,YB,0.011581930705495517,4,SFB_E4_1
2018-09-22T02:05:00Z,SF-B,YB,0.011581930705495517,4,SFB_E4_1
2018-09-22T02:10:00Z,SF-B,YB,0.008686448029121639,4,SFB_E4_1
2018-09-22T02:15:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T02:20:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T02:25:00Z,SF-B,YB,0.011002834170220742,4,SFB_E4_1
2018-09-22T02:30:00Z,SF-B,YB,0.011581930705495517,4,SFB_E4_1
2018-09-22T02:35:00Z,SF-B,YB,0.012161027240770292,4,SFB_E4_1
2018-09-22T02:40:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T02:45:00Z,SF-B,YB,0.011581930705495517,4,SFB_E4_1
2018-09-22T02:50:00Z,SF-B,YB,0.010423737634945966,4,SFB_E4_1
2018-09-22T02:55:00Z,SF-B,YB,0.012161027240770292,4,SFB_E4_1
2018-09-22T03:00:00Z,SF-B,YB,0.01389831684659462,4,SFB_E4_1
2018-09-22T03:05:00Z,SF-B,YB,0.01389831684659462,4,SFB_E4_1
2018-09-22T03:10:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T03:15:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T03:20:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T03:25:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T03:30:00Z,SF-B,YB,0.01389831684659462,4,SFB_E4_1
2018-09-22T03:35:00Z,SF-B,YB,0.013319220311319845,4,SFB_E4_1
2018-09-22T03:40:00Z,SF-B,YB,0.012740123776045068,4,SFB_E4_1
2018-09-22T03:45:00Z,SF-B,YB,0.01389831684659462,4,SFB_E4_1
2018-09-22T03:50:00Z,SF-B,YB,0.014477413381869395,4,SFB_E4_1
2018-09-22T04:25:00Z,SF-B,YB,0.014477413381869395,4,SFB_E4_2
2018-09-22T04:30:00Z,SF-B,YB,0.0167937995229685,4,SFB_E4_2
2018-09-22T04:35:00Z,SF-B,YB,0.016214702987693723,4,SFB_E4_2
2018-09-22T04:40:00Z,SF-B,YB,0.0167937995229685,4,SFB_E4_2
2018-09-22T04:45:00Z,SF-B,YB,0.017372896058243277,4,SFB_E4_2
2018-09-22T04:50:00Z,SF-B,YB,0.017372896058243277,4,SFB_E4_2
2018-09-22T04:55:00Z,SF-B,YB,0.019110185664067605,4,SFB_E4_2
2018-09-22T05:00:00Z,SF-B,YB,0.021426571805166706,4,SFB_E4_2
2018-09-22T05:05:00Z,SF-B,YB,0.020847475269891932,4,SFB_E4_2
2018-09-22T05:10:00Z,SF-B,YB,0.021426571805166706,4,SFB_E4_2
2018-09-22T05:15:00Z,SF-B,YB,0.022584764875716257,4,SFB_E4_2
2018-09-22T05:20:00Z,SF-B,YB,0.022584764875716257,4,SFB_E4_2
2018-09-22T05:25:00Z,SF-B,YB,0.022005668340441483,4,SFB_E4_2
2018-09-22T05:30:00Z,SF-B,YB,0.023163861410991034,4,SFB_E4_2
2018-09-22T05:35:00Z,SF-B,YB,0.02374295794626581,4,SFB_E4_2
2018-09-22T05:40:00Z,SF-B,YB,0.02490115101681536,4,SFB_E4_2
2018-09-22T05:45:00Z,SF-B,YB,0.02490115101681536,4,SFB_E4_2
2018-09-22T05:50:00Z,SF-B,YB,0.024322054481540584,4,SFB_E4_2
2018-09-22T05:55:00Z,SF-B,YB,0.02490115101681536,4,SFB_E4_2
2018-09-22T06:00:00Z,SF-B,YB,0.025480247552090135,4,SFB_E4_2
2018-09-22T06:05:00Z,SF-B,YB,0.027217537157914463,4,SFB_E4_2
2018-09-22T06:10:00Z,SF-B,YB,0.028375730228464013,4,SFB_E4_2
2018-09-22T06:15:00Z,SF-B,YB,0.02779663369318924,4,SFB_E4_2
2018-09-22T06:20:00Z,SF-B,YB,0.02779663369318924,4,SFB_E4_2
2018-09-22T06:25:00Z,SF-B,YB,0.028375730228464013,4,SFB_E4_2
2018-09-22T06:30:00Z,SF-B,YB,0.02895482676373879,4,SFB_E4_2
2018-09-22T06:35:00Z,SF-B,YB,0.02895482676373879,4,SFB_E4_2
2018-09-22T06:40:00Z,SF-B,YB,0.02953392329901357,4,SFB_E4_2
2018-09-22T06:45:00Z,SF-B,YB,0.02895482676373879,4,SFB_E4_2
2018-09-22T06:50:00Z,SF-B,YB,0.027217537157914463,4,SFB_E4_2
2018-09-22T06:55:00Z,SF-B,YB,0.030692116369563118,4,SFB_E4_2
2018-09-22T07:00:00Z,SF-B,YB,0.030692116369563118,4,SFB_E4_2
2018-09-22T07:05:00Z,SF-B,YB,0.02895482676373879,4,SFB_E4_2
2018-09-22T07:10:00Z,SF-B,YB,0.03185030944011267,4,SFB_E4_2
2018-09-22T07:15:00Z,SF-B,YB,0.0312712129048379,4,SFB_E4_2
2018-09-22T07:20:00Z,SF-B,YB,0.03011301983428834,4,SFB_E4_2
2018-09-22T07:25:00Z,SF-B,YB,0.0312712129048379,4,SFB_E4_2
2018-09-22T07:30:00Z,SF-B,YB,0.030692116369563118,4,SFB_E4_2
2018-09-22T07:35:00Z,SF-B,YB,0.03011301983428834,4,SFB_E4_2
2018-09-22T07:40:00Z,SF-B,YB,0.03185030944011267,4,SFB_E4_2
2018-09-22T07:45:00Z,SF-B,YB,0.02953392329901357,4,SFB_E4_2
2018-09-22T07:50:00Z,SF-B,YB,0.0312712129048379,4,SFB_E4_2
2018-09-22T07:55:00Z,SF-B,YB,0.0312712129048379,4,SFB_E4_2
2018-09-22T08:00:00Z,SF-B,YB,0.03300850251066222,4,SFB_E4_2
2018-09-25T22:50:00Z,SF-B,YB,0.01563560645241895,5,SFB_E5_1
2018-09-25T22:55:00Z,SF-B,YB,0.0167937995229685,5,SFB_E5_1
2018-09-25T23:00:00Z,SF-B,YB,0.01795199259351805,5,SFB_E5_1
2018-09-25T23:05:00Z,SF-B,YB,0.017372896058243277,5,SFB_E5_1
2018-09-25T23:10:00Z,SF-B,YB,0.019110185664067605,5,SFB_E5_1
2018-09-25T23:15:00Z,SF-B,YB,0.020268378734617155,5,SFB_E5_1
2018-09-25T23:20:00Z,SF-B,YB,0.021426571805166706,5,SFB_E5_1
2018-09-25T23:25:00Z,SF-B,YB,0.022005668340441483,5,SFB_E5_1
2018-09-25T23:30:00Z,SF-B,YB,0.023163861410991034,5,SFB_E5_1
2018-09-25T23:35:00Z,SF-B,YB,0.02490115101681536,5,SFB_E5_1
2018-09-25T23:40:00Z,SF-B,YB,0.02490115101681536,5,SFB_E5_1
2018-09-25T23:45:00Z,SF-B,YB,0.024322054481540584,5,SFB_E5_1
2018-09-25T23:50:00Z,SF-B,YB,0.026059344087364912,5,SFB_E5_1
2018-09-25T23:55:00Z,SF-B,YB,0.02663844062263969,5,SFB_E5_1
2018-09-26T00:00:00Z,SF-B,YB,0.02779663369318924,5,SFB_E5_1
2018-09-26T00:05:00Z,SF-B,YB,0.026059344087364912,5,SFB_E5_1
2018-09-26T00:10:00Z,SF-B,YB,0.028375730228464013,5,SFB_E5_1
2018-09-26T00:15:00Z,SF-B,YB,0.02895482676373879,5,SFB_E5_1
2018-09-26T00:20:00Z,SF-B,YB,0.02895482676373879,5,SFB_E5_1
2018-09-26T00:25:00Z,SF-B,YB,0.02953392329901357,5,SFB_E5_1
2018-09-26T00:30:00Z,SF-B,YB,0.03011301983428834,5,SFB_E5_1
2018-09-26T00:35:00Z,SF-B,YB,0.03011301983428834,5,SFB_E5_1
2018-09-26T00:40:00Z,SF-B,YB,0.030692116369563118,5,SFB_E5_1
2018-09-26T00:45:00Z,SF-B,YB,0.030692116369563118,5,SFB_E5_1
2018-09-26T00:50:00Z,SF-B,YB,0.0312712129048379,5,SFB_E5_1
2018-09-26T00:55:00Z,SF-B,YB,0.0312712129048379,5,SFB_E5_1
2018-09-26T01:00:00Z,SF-B,YB,0.032429405975387446,5,SFB_E5_1
2018-09-26T01:05:00Z,SF-B,YB,0.032429405975387446,5,SFB_E5_1
2018-09-26T01:10:00Z,SF-B,YB,0.03185030944011267,5,SFB_E5_1
2018-09-26T01:15:00Z,SF-B,YB,0.03300850251066222,5,SFB_E5_1
2018-09-26T01:20:00Z,SF-B,YB,0.032429405975387446,5,SFB_E5_1
2018-09-26T01:25:00Z,SF-B,YB,0.03300850251066222,5,SFB_E5_1
2018-09-26T01:30:00Z,SF-B,YB,0.033587599045937,5,SFB_E5_1
2018-09-26T01:35:00Z,SF-B,YB,0.03416669558121177,5,SFB_E5_1
2018-09-26T01:40:00Z,SF-B,YB,0.03416669558121177,5,SFB_E5_1
2018-09-26T01:45:00Z,SF-B,YB,0.03416669558121177,5,SFB_E5_1
2018-09-26T01:50:00Z,SF-B,YB,0.03532488865176133,5,SFB_E5_1
2018-09-26T01:55:00Z,SF-B,YB,0.0359039851870361,5,SFB_E5_1
2018-09-26T02:00:00Z,SF-B,YB,0.0359039851870361,5,SFB_E5_1
2018-09-26T02:05:00Z,SF-B,YB,0.034745792116486554,5,SFB_E5_1
2018-09-26T02:10:00Z,SF-B,YB,0.03648308172231088,5,SFB_E5_1
2018-09-26T02:15:00Z,SF-B,YB,0.03648308172231088,5,SFB_E5_1
2018-09-26T02:20:00Z,SF-B,YB,0.037062178257585655,5,SFB_E5_1
2018-09-26T02:25:00Z,SF-B,YB,0.03648308172231088,5,SFB_E5_1
2018-09-26T02:30:00Z,SF-B,YB,0.037062178257585655,5,SFB_E5_1
2018-09-26T02:35:00Z,SF-B,YB,0.037062178257585655,5,SFB_E5_1
2018-09-26T02:40:00Z,SF-B,YB,0.03648308172231088,5,SFB_E5_1
2018-09-26T02:45:00Z,SF-B,YB,0.037062178257585655,5,SFB_E5_1
2018-09-26T02:50:00Z,SF-B,YB,0.03822037132813521,5,SFB_E5_1
2018-09-26T02:55:00Z,SF-B,YB,0.037641274792860425,5,SFB_E5_1
2018-09-26T03:00:00Z,SF-B,YB,0.03879946786340999,5,SFB_E5_1
2018-09-26T03:05:00Z,SF-B,YB,0.037641274792860425,5,SFB_E5_1
2018-09-26T03:10:00Z,SF-B,YB,0.037641274792860425,5,SFB_E5_1
2018-09-26T03:15:00Z,SF-B,YB,0.037062178257585655,5,SFB_E5_1
2018-09-26T03:20:00Z,SF-B,YB,0.03879946786340999,5,SFB_E5_1
2018-09-26T03:25:00Z,SF-B,YB,0.03937856439868476,5,SFB_E5_1
2018-09-26T03:30:00Z,SF-B,YB,0.03879946786340999,5,SFB_E5_1
2018-09-26T03:35:00Z,SF-B,YB,0.03879946786340999,5,SFB_E5_1
2018-09-26T03:40:00Z,SF-B,YB,0.039957660933959534,5,SFB_E5_1
2018-09-26T03:45:00Z,SF-B,YB,0.039957660933959534,5,SFB_E5_1
2018-09-26T03:50:00Z,SF-B,YB,0.039957660933959534,5,SFB_E5_1
2018-09-26T03:55:00Z,SF-B,YB,0.04053675746923431,5,SFB_E5_1
2018-09-26T04:00:00Z,SF-B,YB,0.04053675746923431,5,SFB_E5_1
2018-09-26T04:05:00Z,SF-B,YB,0.04053675746923431,5,SFB_E5_1
2018-09-26T04:10:00Z,SF-B,YB,0.041694950539783865,5,SFB_E5_1
2018-09-26T04:15:00Z,SF-B,YB,0.042274047075058635,5,SFB_E5_1
2018-09-26T04:20:00Z,SF-B,YB,0.041694950539783865,5,SFB_E5_1
2018-09-26T04:25:00Z,SF-B,YB,0.04111585400450909,5,SFB_E5_1
2018-09-26T04:30:00Z,SF-B,YB,0.04053675746923431,5,SFB_E5_1
2018-09-26T04:35:00Z,SF-B,YB,0.041694950539783865,5,SFB_E5_1
2018-09-26T04:40:00Z,SF-B,YB,0.04111585400450909,5,SFB_E5_1
2018-09-26T04:45:00Z,SF-B,YB,0.042274047075058635,5,SFB_E5_1
2018-09-26T04:50:00Z,SF-B,YB,0.042274047075058635,5,SFB_E5_1
2018-09-26T04:55:00Z,SF-B,YB,0.04285314361033341,5,SFB_E5_1
2018-09-26T05:00:00Z,SF-B,YB,0.04285314361033341,5,SFB_E5_1
2018-09-26T05:05:00Z,SF-B,YB,0.041694950539783865,5,SFB_E5_1
2018-09-26T05:10:00Z,SF-B,YB,0.042274047075058635,5,SFB_E5_1
2018-09-26T05:15:00Z,SF-B,YB,0.04285314361033341,5,SFB_E5_1
2018-09-26T05:20:00Z,SF-B,YB,0.042274047075058635,5,SFB_E5_1
2018-09-26T05:25:00Z,SF-B,YB,0.04285314361033341,5,SFB_E5_1
2018-09-26T05:30:00Z,SF-B,YB,0.04459043321615774,5,SFB_E5_1
2018-09-26T05:35:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T05:40:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T05:45:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T05:50:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T05:55:00Z,SF-B,YB,0.044011336680882966,5,SFB_E5_1
2018-09-26T06:00:00Z,SF-B,YB,0.044011336680882966,5,SFB_E5_1
2018-09-26T06:05:00Z,SF-B,YB,0.044011336680882966,5,SFB_E5_1
2018-09-26T06:10:00Z,SF-B,YB,0.04459043321615774,5,SFB_E5_1
2018-09-26T06:15:00Z,SF-B,YB,0.044011336680882966,5,SFB_E5_1
2018-09-26T06:20:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T06:25:00Z,SF-B,YB,0.044011336680882966,5,SFB_E5_1
2018-09-26T06:30:00Z,SF-B,YB,0.04516952975143251,5,SFB_E5_1
2018-09-26T06:35:00Z,SF-B,YB,0.04516952975143251,5,SFB_E5_1
2018-09-26T06:40:00Z,SF-B,YB,0.04343224014560819,5,SFB_E5_1
2018-09-26T06:45:00Z,SF-B,YB,0.04459043321615774,5,SFB_E5_1
2018-09-26T06:50:00Z,SF-B,YB,0.04459043321615774,5,SFB_E5_1
2018-09-26T06:55:00Z,SF-B,YB,0.04516952975143251,5,SFB_E5_1
2018-09-26T07:00:00Z,SF-B,YB,0.045748626286707283,5,SFB_E5_1
2018-09-26T07:05:00Z,SF-B,YB,0.04632772282198207,5,SFB_E5_1
2018-09-26T07:10:00Z,SF-B,YB,0.04632772282198207,5,SFB_E5_1
2018-09-26T07:15:00Z,SF-B,YB,0.04632772282198207,5,SFB_E5_1
