"Plot Title: 10710524_SF-B_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10710524, SEN S/N: 10710524)","Temp, °C (LGR S/N: 10710524, SEN S/N: 10710524)","Abs Pres Barom., kPa (LGR S/N: 10710527, SEN S/N: 10710527)","Sensor Depth, meters (LGR S/N: 10710524)","Coupler Detached (LGR S/N: 10710524)","Coupler Attached (LGR S/N: 10710524)","Stopped (LGR S/N: 10710524)","End Of File (LGR S/N: 10710524)"
1,09/07/18 04:20:00 PM,95.954,16.903,,,Logged,,,
2,09/07/18 04:25:00 PM,95.946,16.618,,,,,,
3,09/07/18 04:30:00 PM,95.931,16.427,,,,,,
4,09/07/18 04:35:00 PM,95.928,16.332,,,,,,
5,09/07/18 04:40:00 PM,95.933,16.141,,,,,,
6,09/07/18 04:45:00 PM,95.933,16.141,,,,,,
7,09/07/18 04:50:00 PM,95.942,16.046,,,,,,
8,09/07/18 04:55:00 PM,95.939,15.951,,,,,,
9,09/07/18 05:00:00 PM,95.936,15.855,95.899,0.004,,,,
10,09/07/18 05:05:00 PM,95.955,15.760,,0.005,,,,
11,09/07/18 05:10:00 PM,95.974,15.664,,0.007,,,,
12,09/07/18 05:15:00 PM,95.929,15.569,95.912,0.002,,,,
13,09/07/18 05:20:00 PM,95.948,15.473,,0.003,,,,
14,09/07/18 05:25:00 PM,95.948,15.473,,0.003,,,,
15,09/07/18 05:30:00 PM,95.966,15.378,95.927,0.004,,,,
16,09/07/18 05:35:00 PM,95.964,15.282,,0.004,,,,
17,09/07/18 05:40:00 PM,95.972,15.187,,0.005,,,,
18,09/07/18 05:45:00 PM,95.969,15.091,95.924,0.005,,,,
19,09/07/18 05:50:00 PM,95.945,14.996,,0.002,,,,
20,09/07/18 05:55:00 PM,95.954,14.900,,0.004,,,,
21,09/07/18 06:00:00 PM,95.954,14.900,95.915,0.004,,,,
22,09/07/18 06:05:00 PM,95.962,14.804,,0.004,,,,
23,09/07/18 06:10:00 PM,95.959,14.709,,0.003,,,,
24,09/07/18 06:15:00 PM,95.970,14.709,95.939,0.003,,,,
25,09/07/18 06:20:00 PM,95.978,14.613,,0.004,,,,
26,09/07/18 06:25:00 PM,95.989,14.613,,0.005,,,,
27,09/07/18 06:30:00 PM,95.986,14.517,95.935,0.005,,,,
28,09/07/18 06:35:00 PM,95.975,14.517,,0.003,,,,
29,09/07/18 06:40:00 PM,95.984,14.421,,0.003,,,,
30,09/07/18 06:45:00 PM,96.005,14.421,95.961,0.004,,,,
31,09/07/18 06:50:00 PM,96.005,14.421,,0.004,,,,
32,09/07/18 06:55:00 PM,96.013,14.325,,0.004,,,,
33,09/07/18 07:00:00 PM,96.024,14.325,95.987,0.004,,,,
34,09/07/18 07:05:00 PM,96.021,14.230,,0.004,,,,
35,09/07/18 07:10:00 PM,96.021,14.230,,0.004,,,,
36,09/07/18 07:15:00 PM,96.043,14.230,95.972,0.007,,,,
37,09/07/18 07:20:00 PM,96.029,14.134,,0.005,,,,
38,09/07/18 07:25:00 PM,96.027,14.038,,0.005,,,,
39,09/07/18 07:30:00 PM,96.038,14.038,95.986,0.005,,,,
40,09/07/18 07:35:00 PM,96.024,13.942,,0.003,,,,
41,09/07/18 07:40:00 PM,96.035,13.942,,0.004,,,,
42,09/07/18 07:45:00 PM,96.022,13.846,96.008,0.001,,,,
43,09/07/18 07:50:00 PM,96.041,13.750,,0.003,,,,
44,09/07/18 07:55:00 PM,96.051,13.750,,0.005,,,,
45,09/07/18 08:00:00 PM,96.051,13.750,96.005,0.005,,,,
46,09/07/18 08:05:00 PM,96.060,13.654,,0.006,,,,
47,09/07/18 08:10:00 PM,96.060,13.654,,0.006,,,,
48,09/07/18 08:15:00 PM,96.049,13.654,96.001,0.005,,,,
49,09/07/18 08:20:00 PM,96.057,13.558,,0.005,,,,
50,09/07/18 08:25:00 PM,96.057,13.558,,0.004,,,,
51,09/07/18 08:30:00 PM,96.046,13.558,96.019,0.003,,,,
52,09/07/18 08:35:00 PM,96.054,13.461,,0.004,,,,
53,09/07/18 08:40:00 PM,96.033,13.461,,0.003,,,,
54,09/07/18 08:45:00 PM,96.031,13.365,95.996,0.004,,,,
55,09/07/18 08:50:00 PM,96.049,13.269,,0.005,,,,
56,09/07/18 08:55:00 PM,96.039,13.269,,0.005,,,,
57,09/07/18 09:00:00 PM,96.047,13.173,95.994,0.005,,,,
58,09/07/18 09:05:00 PM,96.026,13.173,,0.003,,,,
59,09/07/18 09:10:00 PM,96.023,13.076,,0.003,,,,
60,09/07/18 09:15:00 PM,96.023,13.076,95.994,0.003,,,,
61,09/07/18 09:20:00 PM,96.023,13.076,,0.003,,,,
62,09/07/18 09:25:00 PM,96.012,13.076,,0.002,,,,
63,09/07/18 09:30:00 PM,96.010,12.980,95.988,0.002,,,,
64,09/07/18 09:35:00 PM,96.031,12.980,,0.005,,,,
65,09/07/18 09:40:00 PM,96.034,13.076,,0.006,,,,
66,09/07/18 09:45:00 PM,96.020,12.980,95.974,0.005,,,,
67,09/07/18 09:50:00 PM,96.020,12.980,,0.004,,,,
68,09/07/18 09:55:00 PM,96.020,12.980,,0.004,,,,
69,09/07/18 10:00:00 PM,96.010,12.980,95.984,0.003,,,,
70,09/07/18 10:05:00 PM,96.031,12.980,,0.004,,,,
71,09/07/18 10:10:00 PM,96.031,12.980,,0.004,,,,
72,09/07/18 10:15:00 PM,96.042,12.980,95.998,0.004,,,,
73,09/07/18 10:20:00 PM,96.029,12.883,,0.003,,,,
74,09/07/18 10:25:00 PM,96.029,12.883,,0.003,,,,
75,09/07/18 10:30:00 PM,96.061,12.883,95.998,0.006,,,,
76,09/07/18 10:35:00 PM,96.039,12.883,,0.004,,,,
77,09/07/18 10:40:00 PM,96.037,12.787,,0.004,,,,
78,09/07/18 10:45:00 PM,96.037,12.787,96.000,0.004,,,,
79,09/07/18 10:50:00 PM,96.045,12.690,,0.005,,,,
80,09/07/18 10:55:00 PM,96.045,12.690,,0.005,,,,
81,09/07/18 11:00:00 PM,96.045,12.690,96.000,0.005,,,,
82,09/07/18 11:05:00 PM,96.053,12.594,,0.005,,,,
83,09/07/18 11:10:00 PM,96.053,12.594,,0.004,,,,
84,09/07/18 11:15:00 PM,96.043,12.594,96.016,0.003,,,,
85,09/07/18 11:20:00 PM,96.043,12.594,,0.004,,,,
86,09/07/18 11:25:00 PM,96.043,12.594,,0.005,,,,
87,09/07/18 11:30:00 PM,96.032,12.594,95.990,0.004,,,,
88,09/07/18 11:35:00 PM,96.043,12.594,,0.005,,,,
89,09/07/18 11:40:00 PM,96.032,12.594,,0.004,,,,
90,09/07/18 11:45:00 PM,96.043,12.594,95.998,0.005,,,,
91,09/07/18 11:50:00 PM,96.043,12.594,,0.004,,,,
92,09/07/18 11:55:00 PM,96.043,12.594,,0.004,,,,
93,09/08/18 12:00:00 AM,96.043,12.594,96.002,0.004,,,,
94,09/08/18 12:05:00 AM,96.066,12.690,,0.007,,,,
95,09/08/18 12:10:00 AM,96.045,12.690,,0.005,,,,
96,09/08/18 12:15:00 AM,96.034,12.690,95.986,0.005,,,,
97,09/08/18 12:20:00 AM,96.034,12.690,,0.004,,,,
98,09/08/18 12:25:00 AM,96.034,12.690,,0.003,,,,
99,09/08/18 12:30:00 AM,96.021,12.594,96.016,0.001,,,,
100,09/08/18 12:35:00 AM,96.021,12.594,,0.002,,,,
101,09/08/18 12:40:00 AM,96.032,12.594,,0.004,,,,
102,09/08/18 12:45:00 AM,96.032,12.594,95.978,0.006,,,,
103,09/08/18 12:50:00 AM,96.021,12.594,,0.005,,,,
104,09/08/18 12:55:00 AM,96.021,12.594,,0.005,,,,
105,09/08/18 01:00:00 AM,96.000,12.594,95.968,0.003,,,,
106,09/08/18 01:05:00 AM,96.000,12.594,,0.004,,,,
107,09/08/18 01:10:00 AM,96.021,12.594,,0.007,,,,
108,09/08/18 01:15:00 AM,95.997,12.497,95.951,0.005,,,,
109,09/08/18 01:20:00 AM,95.976,12.497,,0.003,,,,
110,09/08/18 01:25:00 AM,95.976,12.497,,0.003,,,,
111,09/08/18 01:30:00 AM,95.976,12.497,95.943,0.003,,,,
112,09/08/18 01:35:00 AM,95.973,12.401,,0.003,,,,
113,09/08/18 01:40:00 AM,95.963,12.401,,0.002,,,,
114,09/08/18 01:45:00 AM,95.973,12.401,95.945,0.003,,,,
115,09/08/18 01:50:00 AM,95.971,12.304,,0.002,,,,
116,09/08/18 01:55:00 AM,95.982,12.304,,0.003,,,,
117,09/08/18 02:00:00 AM,95.979,12.207,95.961,0.002,,,,
118,09/08/18 02:05:00 AM,95.990,12.207,,0.004,,,,
119,09/08/18 02:10:00 AM,95.990,12.207,,0.005,,,,
120,09/08/18 02:15:00 AM,95.968,12.207,95.931,0.004,,,,
121,09/08/18 02:20:00 AM,95.990,12.207,,0.005,,,,
122,09/08/18 02:25:00 AM,95.990,12.207,,0.004,,,,
123,09/08/18 02:30:00 AM,96.000,12.207,95.955,0.005,,,,
124,09/08/18 02:35:00 AM,95.990,12.207,,0.003,,,,
125,09/08/18 02:40:00 AM,96.000,12.207,,0.004,,,,
