"Plot Title: 10754452_TF-D_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10754452, SEN S/N: 10754452)","Temp, °C (LGR S/N: 10754452, SEN S/N: 10754452)","Abs Pres Barom., kPa (LGR S/N: 10710530, SEN S/N: 10710530)","Sensor Depth, meters (LGR S/N: 10754452)","Coupler Detached (LGR S/N: 10754452)","Coupler Attached (LGR S/N: 10754452)","Stopped (LGR S/N: 10754452)","End Of File (LGR S/N: 10754452)"
1,10/08/18 10:45:00 AM,,,96.497,,,,,
2,10/08/18 10:50:00 AM,96.460,9.077,,-0.004,Logged,,,
3,10/08/18 10:55:00 AM,96.472,8.978,,-0.002,,,,
4,10/08/18 11:00:00 AM,96.468,8.879,96.493,-0.003,,,,
5,10/08/18 11:05:00 AM,96.448,8.779,,-0.004,,,,
6,10/08/18 11:10:00 AM,96.432,8.779,,-0.004,,,,
7,10/08/18 11:15:00 AM,96.428,8.680,96.462,-0.003,,,,
8,10/08/18 11:20:00 AM,96.428,8.680,,-0.003,,,,
9,10/08/18 11:25:00 AM,96.412,8.680,,-0.004,,,,
10,10/08/18 11:30:00 AM,96.412,8.680,96.451,-0.004,,,,
11,10/08/18 11:35:00 AM,96.412,8.680,,-0.003,,,,
12,10/08/18 11:40:00 AM,96.412,8.680,,-0.003,,,,
13,10/08/18 11:45:00 AM,96.396,8.680,96.434,-0.004,,,,
14,10/08/18 11:50:00 AM,96.399,8.779,,-0.002,,,,
15,10/08/18 11:55:00 AM,96.383,8.779,,-0.003,,,,
16,10/08/18 12:00:00 PM,96.383,8.779,96.402,-0.002,,,,
17,10/08/18 12:05:00 PM,96.367,8.779,,-0.004,,,,
18,10/08/18 12:10:00 PM,96.367,8.779,,-0.004,,,,
19,10/08/18 12:15:00 PM,96.367,8.779,96.406,-0.004,,,,
20,10/08/18 12:20:00 PM,96.354,8.879,,-0.005,,,,
21,10/08/18 12:25:00 PM,96.354,8.879,,-0.005,,,,
22,10/08/18 12:30:00 PM,96.354,8.879,96.399,-0.005,,,,
23,10/08/18 12:35:00 PM,96.354,8.879,,-0.004,,,,
24,10/08/18 12:40:00 PM,96.354,8.879,,-0.003,,,,
25,10/08/18 12:45:00 PM,96.354,8.879,96.381,-0.003,,,,
26,10/08/18 12:50:00 PM,96.325,8.978,,-0.004,,,,
27,10/08/18 12:55:00 PM,96.325,8.978,,-0.003,,,,
28,10/08/18 01:00:00 PM,96.325,8.978,96.336,-0.001,,,,
29,10/08/18 01:05:00 PM,96.325,8.978,,-0.001,,,,
30,10/08/18 01:10:00 PM,96.309,8.978,,-0.003,,,,
31,10/08/18 01:15:00 PM,96.309,8.978,96.346,-0.004,,,,
32,10/08/18 01:20:00 PM,96.309,8.978,,-0.004,,,,
33,10/08/18 01:25:00 PM,96.342,8.978,,-0.000,,,,
34,10/08/18 01:30:00 PM,96.325,8.978,96.343,-0.002,,,,
35,10/08/18 01:35:00 PM,96.309,8.978,,-0.003,,,,
36,10/08/18 01:40:00 PM,96.309,8.978,,-0.003,,,,
37,10/08/18 01:45:00 PM,96.293,8.978,96.332,-0.004,,,,
38,10/08/18 01:50:00 PM,96.309,8.978,,-0.002,,,,
39,10/08/18 01:55:00 PM,96.325,8.978,,-0.001,,,,
