"Plot Title: 10754452_TF-D_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10754452, SEN S/N: 10754452)","Temp, °C (LGR S/N: 10754452, SEN S/N: 10754452)","Abs Pres Barom., kPa (LGR S/N: 10710530, SEN S/N: 10710530)","Sensor Depth, meters (LGR S/N: 10754452)","Coupler Detached (LGR S/N: 10754452)","Coupler Attached (LGR S/N: 10754452)","Stopped (LGR S/N: 10754452)","End Of File (LGR S/N: 10754452)"
1,09/07/18 03:25:00 PM,95.508,16.332,,,Logged,,,
2,09/07/18 03:30:00 PM,95.492,16.332,95.517,-0.003,,,,
3,09/07/18 03:35:00 PM,95.508,16.332,,-0.000,,,,
4,09/07/18 03:40:00 PM,95.492,16.332,,-0.001,,,,
5,09/07/18 03:45:00 PM,95.492,16.332,95.499,-0.001,,,,
6,09/07/18 03:50:00 PM,95.476,16.332,,-0.002,,,,
7,09/07/18 03:55:00 PM,95.476,16.332,,-0.001,,,,
8,09/07/18 04:00:00 PM,95.476,16.332,95.486,-0.001,,,,
9,09/07/18 04:05:00 PM,95.476,16.332,,-0.001,,,,
10,09/07/18 04:10:00 PM,95.476,16.332,,-0.001,,,,
11,09/07/18 04:15:00 PM,95.459,16.332,95.486,-0.003,,,,
12,09/07/18 04:20:00 PM,95.459,16.332,,-0.002,,,,
13,09/07/18 04:25:00 PM,95.459,16.332,,-0.002,,,,
14,09/07/18 04:30:00 PM,95.443,16.332,95.477,-0.003,,,,
15,09/07/18 04:35:00 PM,95.456,16.237,,-0.002,,,,
16,09/07/18 04:40:00 PM,95.456,16.237,,-0.002,,,,
17,09/07/18 04:45:00 PM,95.452,16.141,95.481,-0.003,,,,
18,09/07/18 04:50:00 PM,95.485,16.141,,0.000,,,,
19,09/07/18 04:55:00 PM,95.481,16.046,,-0.001,,,,
20,09/07/18 05:00:00 PM,95.481,16.046,95.489,-0.001,,,,
21,09/07/18 05:05:00 PM,95.494,15.951,,0.000,,,,
22,09/07/18 05:10:00 PM,95.490,15.855,,-0.000,,,,
23,09/07/18 05:15:00 PM,95.470,15.760,95.493,-0.002,,,,
24,09/07/18 05:20:00 PM,95.503,15.760,,0.000,,,,
25,09/07/18 05:25:00 PM,95.483,15.664,,-0.002,,,,
26,09/07/18 05:30:00 PM,95.479,15.569,95.511,-0.003,,,,
27,09/07/18 05:35:00 PM,95.492,15.473,,-0.001,,,,
28,09/07/18 05:40:00 PM,95.488,15.378,,-0.001,,,,
29,09/07/18 05:45:00 PM,95.485,15.282,95.497,-0.001,,,,
30,09/07/18 05:50:00 PM,95.481,15.187,,-0.002,,,,
31,09/07/18 05:55:00 PM,95.494,15.091,,-0.001,,,,
32,09/07/18 06:00:00 PM,95.506,14.996,95.501,0.001,,,,
33,09/07/18 06:05:00 PM,95.486,14.900,,-0.002,,,,
34,09/07/18 06:10:00 PM,95.486,14.900,,-0.002,,,,
35,09/07/18 06:15:00 PM,95.499,14.804,95.512,-0.001,,,,
36,09/07/18 06:20:00 PM,95.512,14.709,,-0.000,,,,
37,09/07/18 06:25:00 PM,95.512,14.709,,-0.000,,,,
38,09/07/18 06:30:00 PM,95.508,14.613,95.519,-0.001,,,,
39,09/07/18 06:35:00 PM,95.508,14.613,,-0.002,,,,
40,09/07/18 06:40:00 PM,95.537,14.517,,-0.000,,,,
41,09/07/18 06:45:00 PM,95.534,14.421,95.547,-0.001,,,,
42,09/07/18 06:50:00 PM,95.550,14.421,,-0.000,,,,
43,09/07/18 06:55:00 PM,95.546,14.325,,-0.001,,,,
44,09/07/18 07:00:00 PM,95.546,14.325,95.558,-0.001,,,,
45,09/07/18 07:05:00 PM,95.543,14.230,,-0.001,,,,
46,09/07/18 07:10:00 PM,95.559,14.230,,0.001,,,,
47,09/07/18 07:15:00 PM,95.539,14.134,95.551,-0.001,,,,
48,09/07/18 07:20:00 PM,95.555,14.134,,-0.000,,,,
49,09/07/18 07:25:00 PM,95.552,14.038,,-0.002,,,,
50,09/07/18 07:30:00 PM,95.552,14.038,95.576,-0.002,,,,
51,09/07/18 07:35:00 PM,95.548,13.942,,-0.003,,,,
52,09/07/18 07:40:00 PM,95.564,13.942,,-0.001,,,,
53,09/07/18 07:45:00 PM,95.561,13.846,95.576,-0.002,,,,
54,09/07/18 07:50:00 PM,95.561,13.846,,-0.002,,,,
55,09/07/18 07:55:00 PM,95.573,13.750,,-0.000,,,,
56,09/07/18 08:00:00 PM,95.573,13.750,95.576,-0.000,,,,
57,09/07/18 08:05:00 PM,95.586,13.654,,0.001,,,,
58,09/07/18 08:10:00 PM,95.570,13.654,,-0.001,,,,
59,09/07/18 08:15:00 PM,95.570,13.654,95.583,-0.001,,,,
60,09/07/18 08:20:00 PM,95.599,13.558,,0.001,,,,
61,09/07/18 08:25:00 PM,95.583,13.558,,-0.001,,,,
62,09/07/18 08:30:00 PM,95.583,13.558,95.598,-0.002,,,,
63,09/07/18 08:35:00 PM,95.583,13.558,,-0.001,,,,
64,09/07/18 08:40:00 PM,95.583,13.558,,-0.000,,,,
65,09/07/18 08:45:00 PM,95.579,13.461,95.580,-0.000,,,,
66,09/07/18 08:50:00 PM,95.563,13.461,,-0.002,,,,
67,09/07/18 08:55:00 PM,95.563,13.461,,-0.002,,,,
68,09/07/18 09:00:00 PM,95.559,13.365,95.591,-0.003,,,,
69,09/07/18 09:05:00 PM,95.559,13.365,,-0.002,,,,
70,09/07/18 09:10:00 PM,95.559,13.365,,-0.000,,,,
71,09/07/18 09:15:00 PM,95.572,13.269,95.549,0.002,,,,
72,09/07/18 09:20:00 PM,95.555,13.269,,0.000,,,,
73,09/07/18 09:25:00 PM,95.555,13.269,,0.000,,,,
74,09/07/18 09:30:00 PM,95.535,13.173,95.556,-0.002,,,,
75,09/07/18 09:35:00 PM,95.568,13.173,,0.001,,,,
76,09/07/18 09:40:00 PM,95.568,13.173,,0.000,,,,
77,09/07/18 09:45:00 PM,95.568,13.173,95.567,0.000,,,,
78,09/07/18 09:50:00 PM,95.564,13.076,,0.000,,,,
79,09/07/18 09:55:00 PM,95.581,13.076,,0.002,,,,
80,09/07/18 10:00:00 PM,95.564,13.076,95.556,0.001,,,,
81,09/07/18 10:05:00 PM,95.581,13.076,,0.002,,,,
82,09/07/18 10:10:00 PM,95.577,12.980,,0.001,,,,
83,09/07/18 10:15:00 PM,95.577,12.980,95.567,0.001,,,,
84,09/07/18 10:20:00 PM,95.577,12.980,,0.000,,,,
85,09/07/18 10:25:00 PM,95.577,12.980,,-0.001,,,,
86,09/07/18 10:30:00 PM,95.593,12.980,95.591,0.000,,,,
87,09/07/18 10:35:00 PM,95.590,12.883,,0.001,,,,
88,09/07/18 10:40:00 PM,95.590,12.883,,0.002,,,,
89,09/07/18 10:45:00 PM,95.573,12.883,95.563,0.001,,,,
90,09/07/18 10:50:00 PM,95.573,12.883,,0.001,,,,
91,09/07/18 10:55:00 PM,95.586,12.787,,0.001,,,,
92,09/07/18 11:00:00 PM,95.586,12.787,95.577,0.001,,,,
93,09/07/18 11:05:00 PM,95.586,12.787,,0.001,,,,
94,09/07/18 11:10:00 PM,95.586,12.787,,0.001,,,,
95,09/07/18 11:15:00 PM,95.586,12.787,95.574,0.001,,,,
96,09/07/18 11:20:00 PM,95.586,12.787,,0.002,,,,
97,09/07/18 11:25:00 PM,95.570,12.787,,0.000,,,,
98,09/07/18 11:30:00 PM,95.570,12.787,95.563,0.001,,,,
99,09/07/18 11:35:00 PM,95.583,12.690,,0.002,,,,
100,09/07/18 11:40:00 PM,95.583,12.690,,0.001,,,,
101,09/07/18 11:45:00 PM,95.583,12.690,95.574,0.001,,,,
102,09/07/18 11:50:00 PM,95.583,12.690,,0.001,,,,
103,09/07/18 11:55:00 PM,95.579,12.594,,0.001,,,,
104,09/08/18 12:00:00 AM,95.579,12.594,95.574,0.001,,,,
105,09/08/18 12:05:00 AM,95.579,12.594,,0.001,,,,
106,09/08/18 12:10:00 AM,95.579,12.594,,0.001,,,,
107,09/08/18 12:15:00 AM,95.575,12.497,95.570,0.001,,,,
108,09/08/18 12:20:00 AM,95.575,12.497,,0.001,,,,
109,09/08/18 12:25:00 AM,95.575,12.497,,0.001,,,,
110,09/08/18 12:30:00 AM,95.559,12.497,95.567,-0.001,,,,
111,09/08/18 12:35:00 AM,95.572,12.401,,0.001,,,,
112,09/08/18 12:40:00 AM,95.555,12.401,,-0.000,,,,
113,09/08/18 12:45:00 AM,95.572,12.401,95.553,0.002,,,,
114,09/08/18 12:50:00 AM,95.535,12.304,,-0.001,,,,
115,09/08/18 12:55:00 AM,95.552,12.304,,0.001,,,,
116,09/08/18 01:00:00 AM,95.564,12.207,95.535,0.003,,,,
117,09/08/18 01:05:00 AM,95.532,12.207,,-0.000,,,,
118,09/08/18 01:10:00 AM,95.548,12.207,,0.002,,,,
119,09/08/18 01:15:00 AM,95.528,12.110,95.528,0.000,,,,
120,09/08/18 01:20:00 AM,95.512,12.110,,-0.001,,,,
121,09/08/18 01:25:00 AM,95.508,12.013,,-0.000,,,,
122,09/08/18 01:30:00 AM,95.508,12.013,95.500,0.001,,,,
123,09/08/18 01:35:00 AM,95.508,12.013,,0.001,,,,
124,09/08/18 01:40:00 AM,95.505,11.916,,0.001,,,,
125,09/08/18 01:45:00 AM,95.505,11.916,95.486,0.002,,,,
126,09/08/18 01:50:00 AM,95.521,11.916,,0.003,,,,
127,09/08/18 01:55:00 AM,95.537,11.916,,0.004,,,,
128,09/08/18 02:00:00 AM,95.521,11.916,95.511,0.001,,,,
129,09/08/18 02:05:00 AM,95.521,11.916,,0.001,,,,
130,09/08/18 02:10:00 AM,95.521,11.916,,0.002,,,,
131,09/08/18 02:15:00 AM,95.521,11.916,95.500,0.002,,,,
132,09/08/18 02:20:00 AM,95.521,11.916,,0.001,,,,
133,09/08/18 02:25:00 AM,95.521,11.916,,0.000,,,,
134,09/08/18 02:30:00 AM,95.537,11.916,95.525,0.001,,,,
135,09/08/18 02:35:00 AM,95.537,11.916,,0.001,,,,
136,09/08/18 02:40:00 AM,95.537,11.916,,0.001,,,,
137,09/08/18 02:45:00 AM,95.534,11.819,95.522,0.001,,,,
138,09/08/18 02:50:00 AM,95.534,11.819,,0.001,,,,
139,09/08/18 02:55:00 AM,95.517,11.819,,-0.000,,,,
140,09/08/18 03:00:00 AM,95.534,11.819,95.518,0.002,,,,
141,09/08/18 03:05:00 AM,95.534,11.819,,0.002,,,,
142,09/08/18 03:10:00 AM,95.546,11.722,,0.003,,,,
143,09/08/18 03:15:00 AM,95.530,11.722,95.515,0.002,,,,
144,09/08/18 03:20:00 AM,95.530,11.722,,0.001,,,,
145,09/08/18 03:25:00 AM,95.526,11.625,,0.001,,,,
146,09/08/18 03:30:00 AM,95.543,11.625,95.522,0.002,,,,
147,09/08/18 03:35:00 AM,95.559,11.625,,0.004,,,,
148,09/08/18 03:40:00 AM,95.543,11.625,,0.002,,,,
149,09/08/18 03:45:00 AM,95.539,11.528,95.525,0.001,,,,
150,09/08/18 03:50:00 AM,95.555,11.528,,0.003,,,,
151,09/08/18 03:55:00 AM,95.555,11.528,,0.003,,,,
152,09/08/18 04:00:00 AM,95.535,11.431,95.529,0.001,,,,
153,09/08/18 04:05:00 AM,95.552,11.431,,0.002,,,,
154,09/08/18 04:10:00 AM,95.548,11.334,,0.002,,,,
155,09/08/18 04:15:00 AM,95.548,11.334,95.532,0.002,,,,
156,09/08/18 04:20:00 AM,95.544,11.236,,0.001,,,,
157,09/08/18 04:25:00 AM,95.544,11.236,,0.001,,,,
158,09/08/18 04:30:00 AM,95.557,11.139,95.539,0.002,,,,
159,09/08/18 04:35:00 AM,95.573,11.139,,0.003,,,,
160,09/08/18 04:40:00 AM,95.553,11.041,,-0.000,,,,
