"Plot Title: 10563962_TF-B_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10563962, SEN S/N: 10563962, LBL: P)","Temp, °C (LGR S/N: 10563962, SEN S/N: 10563962, LBL: T)","Abs Pres Barom., kPa (LGR S/N: 10710527, SEN S/N: 10710527)","Sensor Depth, meters (LGR S/N: 10563962)","Coupler Detached (LGR S/N: 10563962)","Coupler Attached (LGR S/N: 10563962)","Stopped (LGR S/N: 10563962)","End Of File (LGR S/N: 10563962)"
1077,09/11/18 09:55:00 AM,97.131,12.013,,0.114,,,,
1078,09/11/18 10:00:00 AM,97.151,12.013,96.009,0.116,,,,
1079,09/11/18 10:05:00 AM,97.141,12.013,,0.116,,,,
1080,09/11/18 10:10:00 AM,97.151,12.013,,0.117,,,,
1081,09/11/18 10:15:00 AM,97.151,12.013,96.001,0.117,,,,
1082,09/11/18 10:20:00 AM,97.144,12.110,,0.117,,,,
1083,09/11/18 10:25:00 AM,97.134,12.110,,0.116,,,,
1084,09/11/18 10:30:00 AM,97.124,12.110,95.999,0.115,,,,
1085,09/11/18 10:35:00 AM,97.114,12.110,,0.114,,,,
1086,09/11/18 10:40:00 AM,97.107,12.207,,0.113,,,,
1087,09/11/18 10:45:00 AM,97.127,12.207,95.997,0.115,,,,
1088,09/11/18 10:50:00 AM,97.117,12.207,,0.114,,,,
1089,09/11/18 10:55:00 AM,97.129,12.304,,0.116,,,,
1090,09/11/18 11:00:00 AM,97.120,12.304,95.990,0.115,,,,
1091,09/11/18 11:05:00 AM,97.110,12.304,,0.114,,,,
1092,09/11/18 11:10:00 AM,97.122,12.401,,0.114,,,,
1093,09/11/18 11:15:00 AM,97.122,12.401,96.004,0.114,,,,
1094,09/11/18 11:20:00 AM,97.113,12.401,,0.114,,,,
1095,09/11/18 11:25:00 AM,97.132,12.401,,0.117,,,,
1096,09/11/18 11:30:00 AM,97.105,12.497,95.981,0.115,,,,
1097,09/11/18 11:35:00 AM,97.125,12.497,,0.116,,,,
1098,09/11/18 11:40:00 AM,97.115,12.497,,0.115,,,,
1099,09/11/18 11:45:00 AM,97.128,12.594,95.989,0.116,,,,
1100,09/11/18 11:50:00 AM,97.128,12.594,,0.116,,,,
1101,09/11/18 11:55:00 AM,97.118,12.594,,0.115,,,,
1102,09/11/18 12:00:00 PM,97.111,12.690,95.993,0.114,,,,
1103,09/11/18 12:05:00 PM,97.111,12.690,,0.114,,,,
1104,09/11/18 12:10:00 PM,97.121,12.690,,0.115,,,,
1105,09/11/18 12:15:00 PM,97.123,12.787,95.993,0.115,,,,
1106,09/11/18 12:20:00 PM,97.133,12.787,,0.116,,,,
1107,09/11/18 12:25:00 PM,97.123,12.787,,0.115,,,,
1108,09/11/18 12:30:00 PM,97.123,12.787,96.003,0.114,,,,
1109,09/11/18 12:35:00 PM,97.126,12.883,,0.115,,,,
1110,09/11/18 12:40:00 PM,97.106,12.883,,0.114,,,,
1111,09/11/18 12:45:00 PM,97.116,12.883,95.987,0.115,,,,
1112,09/11/18 12:50:00 PM,97.129,12.980,,0.116,,,,
1113,09/11/18 12:55:00 PM,97.119,12.980,,0.115,,,,
1114,09/11/18 01:00:00 PM,97.119,12.980,95.997,0.114,,,,
1115,09/11/18 01:05:00 PM,97.138,12.980,,0.116,,,,
1116,09/11/18 01:10:00 PM,97.131,13.076,,0.115,,,,
1117,09/11/18 01:15:00 PM,97.131,13.076,96.007,0.115,,,,
1118,09/11/18 01:20:00 PM,97.131,13.076,,0.115,,,,
1119,09/11/18 01:25:00 PM,97.131,13.076,,0.115,,,,
1120,09/11/18 01:30:00 PM,97.134,13.173,96.001,0.116,,,,
1121,09/11/18 01:35:00 PM,97.124,13.173,,0.115,,,,
1122,09/11/18 01:40:00 PM,97.124,13.173,,0.115,,,,
1123,09/11/18 01:45:00 PM,97.127,13.269,95.992,0.116,,,,
1124,09/11/18 01:50:00 PM,97.137,13.269,,0.116,,,,
1125,09/11/18 01:55:00 PM,97.127,13.269,,0.115,,,,
1126,09/11/18 02:00:00 PM,97.137,13.269,96.002,0.116,,,,
1127,09/11/18 02:05:00 PM,97.129,13.365,,0.115,,,,
1128,09/11/18 02:10:00 PM,97.129,13.365,,0.115,,,,
1129,09/11/18 02:15:00 PM,97.129,13.365,95.994,0.116,,,,
1130,09/11/18 02:20:00 PM,96.949,13.558,,0.097,,,,
1131,09/11/18 02:25:00 PM,96.961,13.654,,0.098,,,,
1132,09/11/18 02:30:00 PM,96.964,13.750,95.996,0.099,,,,
1133,09/11/18 02:35:00 PM,96.954,13.750,,0.097,,,,
1134,09/11/18 02:40:00 PM,96.964,13.750,,0.098,,,,
1135,09/11/18 02:45:00 PM,96.983,13.750,96.009,0.099,,,,
1136,09/11/18 02:50:00 PM,96.976,13.846,,0.098,,,,
1137,09/11/18 02:55:00 PM,96.986,13.846,,0.099,,,,
1138,09/11/18 03:00:00 PM,96.976,13.846,96.019,0.098,,,,
1139,09/11/18 03:05:00 PM,96.957,13.846,,0.096,,,,
1140,09/11/18 03:10:00 PM,96.976,13.846,,0.099,,,,
1141,09/11/18 03:15:00 PM,96.976,13.846,95.999,0.100,,,,
1142,09/11/18 03:20:00 PM,96.967,13.846,,0.098,,,,
1143,09/11/18 03:25:00 PM,96.976,13.846,,0.098,,,,
1144,09/11/18 03:30:00 PM,96.967,13.846,96.022,0.096,,,,
1145,09/11/18 03:35:00 PM,96.959,13.942,,0.096,,,,
1146,09/11/18 03:40:00 PM,96.969,13.942,,0.097,,,,
1147,09/11/18 03:45:00 PM,96.969,13.942,96.014,0.097,,,,
1148,09/11/18 03:50:00 PM,96.969,13.942,,0.098,,,,
1149,09/11/18 03:55:00 PM,96.979,13.942,,0.099,,,,
1150,09/11/18 04:00:00 PM,96.979,13.942,96.010,0.099,,,,
1151,09/11/18 04:05:00 PM,96.969,13.942,,0.098,,,,
1152,09/11/18 04:10:00 PM,96.991,14.038,,0.100,,,,
1153,09/11/18 04:15:00 PM,96.982,14.038,96.010,0.099,,,,
1154,09/11/18 04:20:00 PM,96.982,14.038,,0.099,,,,
1155,09/11/18 04:25:00 PM,96.972,14.038,,0.097,,,,
1156,09/11/18 04:30:00 PM,96.991,14.038,96.020,0.099,,,,
1157,09/11/18 04:35:00 PM,96.991,14.038,,0.099,,,,
1158,09/11/18 04:40:00 PM,96.984,14.134,,0.098,,,,
1159,09/11/18 04:45:00 PM,96.984,14.134,96.026,0.098,,,,
1160,09/11/18 04:50:00 PM,97.004,14.134,,0.099,,,,
1161,09/11/18 04:55:00 PM,97.014,14.134,,0.099,,,,
1162,09/11/18 05:00:00 PM,97.024,14.134,96.056,0.099,,,,
1163,09/11/18 05:05:00 PM,97.033,14.134,,0.099,,,,
1164,09/11/18 05:10:00 PM,97.024,14.134,,0.097,,,,
1165,09/11/18 05:15:00 PM,97.014,14.134,96.076,0.096,,,,
1166,09/11/18 05:20:00 PM,97.026,14.230,,0.097,,,,
1167,09/11/18 05:25:00 PM,97.036,14.230,,0.098,,,,
1168,09/11/18 05:30:00 PM,97.036,14.230,96.072,0.098,,,,
1169,09/11/18 05:35:00 PM,97.026,14.230,,0.097,,,,
1170,09/11/18 05:40:00 PM,97.036,14.230,,0.098,,,,
1171,09/11/18 05:45:00 PM,97.046,14.230,96.078,0.099,,,,
1172,09/11/18 05:50:00 PM,97.046,14.230,,0.098,,,,
1173,09/11/18 05:55:00 PM,97.046,14.230,,0.097,,,,
1174,09/11/18 06:00:00 PM,97.056,14.230,96.098,0.098,,,,
1175,09/11/18 06:05:00 PM,97.046,14.230,,0.096,,,,
1176,09/11/18 06:10:00 PM,97.075,14.230,,0.099,,,,
1177,09/11/18 06:15:00 PM,97.068,14.325,96.104,0.098,,,,
1178,09/11/18 06:20:00 PM,97.078,14.325,,0.099,,,,
1179,09/11/18 06:25:00 PM,97.088,14.325,,0.099,,,,
1180,09/11/18 06:30:00 PM,97.088,14.325,96.120,0.099,,,,
1181,09/11/18 06:35:00 PM,97.088,14.325,,0.098,,,,
1182,09/11/18 06:40:00 PM,97.107,14.325,,0.100,,,,
1183,09/11/18 06:45:00 PM,97.107,14.325,96.136,0.099,,,,
1184,09/11/18 06:50:00 PM,97.117,14.325,,0.099,,,,
1185,09/11/18 06:55:00 PM,97.117,14.325,,0.098,,,,
1186,09/11/18 07:00:00 PM,97.117,14.325,96.168,0.097,,,,
1187,09/11/18 07:05:00 PM,97.127,14.325,,0.097,,,,
1188,09/11/18 07:10:00 PM,97.127,14.325,,0.097,,,,
1189,09/11/18 07:15:00 PM,97.127,14.325,96.178,0.097,,,,
1190,09/11/18 07:20:00 PM,97.137,14.325,,0.098,,,,
1191,09/11/18 07:25:00 PM,97.137,14.325,,0.098,,,,
1192,09/11/18 07:30:00 PM,97.146,14.325,96.174,0.099,,,,
1193,09/11/18 07:35:00 PM,97.146,14.325,,0.099,,,,
1194,09/11/18 07:40:00 PM,97.156,14.325,,0.099,,,,
1195,09/11/18 07:45:00 PM,97.166,14.325,96.184,0.100,,,,
1196,09/11/18 07:50:00 PM,97.156,14.325,,0.099,,,,
1197,09/11/18 07:55:00 PM,97.156,14.325,,0.098,,,,
1198,09/11/18 08:00:00 PM,97.166,14.325,96.196,0.099,,,,
1199,09/11/18 08:05:00 PM,97.166,14.325,,0.099,,,,
1200,09/11/18 08:10:00 PM,97.156,14.325,,0.099,,,,
1201,09/11/18 08:15:00 PM,97.166,14.325,96.186,0.100,,,,
1202,09/11/18 08:20:00 PM,97.166,14.325,,0.100,,,,
1203,09/11/18 08:25:00 PM,97.166,14.325,,0.100,,,,
1204,09/11/18 08:30:00 PM,97.166,14.325,96.192,0.099,,,,
1205,09/11/18 08:35:00 PM,97.166,14.325,,0.099,,,,
1206,09/11/18 08:40:00 PM,97.156,14.325,,0.098,,,,
1207,09/11/18 08:45:00 PM,97.166,14.325,96.202,0.098,,,,
1208,09/11/18 08:50:00 PM,97.166,14.325,,0.097,,,,
1209,09/11/18 08:55:00 PM,97.176,14.325,,0.098,,,,
1210,09/11/18 09:00:00 PM,97.176,14.325,96.228,0.097,,,,
1211,09/11/18 09:05:00 PM,97.176,14.325,,0.097,,,,
1212,09/11/18 09:10:00 PM,97.186,14.325,,0.099,,,,
1213,09/11/18 09:15:00 PM,97.166,14.325,96.208,0.098,,,,
1214,09/11/18 09:20:00 PM,97.176,14.325,,0.099,,,,
1215,09/11/18 09:25:00 PM,97.176,14.325,,0.099,,,,
1216,09/11/18 09:30:00 PM,97.176,14.325,96.208,0.099,,,,
1217,09/11/18 09:35:00 PM,97.176,14.325,,0.099,,,,
1218,09/11/18 09:40:00 PM,97.186,14.325,,0.100,,,,
1219,09/11/18 09:45:00 PM,97.186,14.325,96.208,0.100,,,,
1220,09/11/18 09:50:00 PM,97.186,14.325,,0.099,,,,
1221,09/11/18 09:55:00 PM,97.195,14.325,,0.100,,,,
1222,09/11/18 10:00:00 PM,97.186,14.325,96.218,0.099,,,,
1223,09/11/18 10:05:00 PM,97.186,14.325,,0.098,,,,
1224,09/11/18 10:10:00 PM,97.166,14.325,,0.096,,,,
1225,09/11/18 10:15:00 PM,97.176,14.325,96.232,0.096,,,,
1226,09/11/18 10:20:00 PM,97.195,14.325,,0.098,,,,
1227,09/11/18 10:25:00 PM,97.186,14.325,,0.096,,,,
1228,09/11/18 10:30:00 PM,97.186,14.325,96.252,0.095,,,,
1229,09/11/18 10:35:00 PM,97.205,14.325,,0.097,,,,
1230,09/11/18 10:40:00 PM,97.195,14.325,,0.096,,,,
1231,09/11/18 10:45:00 PM,97.195,14.325,96.252,0.096,,,,
1232,09/11/18 10:50:00 PM,97.205,14.325,,0.097,,,,
1233,09/11/18 10:55:00 PM,97.195,14.325,,0.096,,,,
1234,09/11/18 11:00:00 PM,97.205,14.325,96.252,0.097,,,,
1235,09/11/18 11:05:00 PM,97.225,14.325,,0.098,,,,
1236,09/11/18 11:10:00 PM,97.225,14.325,,0.097,,,,
1237,09/11/18 11:15:00 PM,97.225,14.325,96.281,0.096,,,,
1238,09/11/18 11:20:00 PM,97.215,14.325,,0.095,,,,
1239,09/11/18 11:25:00 PM,97.215,14.325,,0.095,,,,
1240,09/11/18 11:30:00 PM,97.225,14.325,96.291,0.095,,,,
1241,09/11/18 11:35:00 PM,97.225,14.325,,0.096,,,,
1242,09/11/18 11:40:00 PM,97.244,14.325,,0.098,,,,
1243,09/11/18 11:45:00 PM,97.225,14.325,96.281,0.096,,,,
1244,09/11/18 11:50:00 PM,97.244,14.325,,0.098,,,,
1245,09/11/18 11:55:00 PM,97.235,14.325,,0.097,,,,
1246,09/12/18 12:00:00 AM,97.254,14.325,96.278,0.100,,,,
1247,09/12/18 12:05:00 AM,97.244,14.325,,0.098,,,,
1248,09/12/18 12:10:00 AM,97.254,14.325,,0.098,,,,
1249,09/12/18 12:15:00 AM,97.254,14.325,96.301,0.097,,,,
1250,09/12/18 12:20:00 AM,97.244,14.325,,0.096,,,,
1251,09/12/18 12:25:00 AM,97.244,14.325,,0.097,,,,
1252,09/12/18 12:30:00 AM,97.254,14.325,96.291,0.098,,,,
1253,09/12/18 12:35:00 AM,97.254,14.325,,0.099,,,,
1254,09/12/18 12:40:00 AM,97.244,14.325,,0.098,,,,
1255,09/12/18 12:45:00 AM,97.235,14.325,96.281,0.097,,,,
1256,09/12/18 12:50:00 AM,97.225,14.325,,0.097,,,,
1257,09/12/18 12:55:00 AM,97.244,14.325,,0.099,,,,
1258,09/12/18 01:00:00 AM,97.235,14.325,96.268,0.099,,,,
1259,09/12/18 01:05:00 AM,97.225,14.325,,0.097,,,,
1260,09/12/18 01:10:00 AM,97.225,14.325,,0.097,,,,
1261,09/12/18 01:15:00 AM,97.225,14.325,96.280,0.096,,,,
1262,09/12/18 01:20:00 AM,97.244,14.325,,0.098,,,,
1263,09/12/18 01:25:00 AM,97.235,14.325,,0.097,,,,
1264,09/12/18 01:30:00 AM,97.244,14.325,96.286,0.098,,,,
1265,09/12/18 01:35:00 AM,97.235,14.325,,0.097,,,,
1266,09/12/18 01:40:00 AM,97.235,14.325,,0.097,,,,
1267,09/12/18 01:45:00 AM,97.244,14.325,96.282,0.098,,,,
1268,09/12/18 01:50:00 AM,97.244,14.325,,0.097,,,,
1269,09/12/18 01:55:00 AM,97.254,14.325,,0.097,,,,
1270,09/12/18 02:00:00 AM,97.244,14.325,96.312,0.095,,,,
1271,09/12/18 02:05:00 AM,97.264,14.325,,0.097,,,,
1272,09/12/18 02:10:00 AM,97.264,14.325,,0.097,,,,
1273,09/12/18 02:15:00 AM,97.264,14.325,96.312,0.097,,,,
1274,09/12/18 02:20:00 AM,97.261,14.230,,0.096,,,,
1275,09/12/18 02:25:00 AM,97.281,14.230,,0.098,,,,
1276,09/12/18 02:30:00 AM,97.281,14.230,96.328,0.097,,,,
1277,09/12/18 02:35:00 AM,97.281,14.230,,0.097,,,,
1278,09/12/18 02:40:00 AM,97.271,14.230,,0.095,,,,
1279,09/12/18 02:45:00 AM,97.281,14.230,96.338,0.096,,,,
1280,09/12/18 02:50:00 AM,97.271,14.230,,0.095,,,,
1281,09/12/18 02:55:00 AM,97.271,14.230,,0.096,,,,
1282,09/12/18 03:00:00 AM,97.271,14.230,96.332,0.096,,,,
1283,09/12/18 03:05:00 AM,97.281,14.230,,0.097,,,,
1284,09/12/18 03:10:00 AM,97.281,14.230,,0.097,,,,
1285,09/12/18 03:15:00 AM,97.291,14.230,96.332,0.098,,,,
1286,09/12/18 03:20:00 AM,97.291,14.230,,0.097,,,,
1287,09/12/18 03:25:00 AM,97.300,14.230,,0.097,,,,
1288,09/12/18 03:30:00 AM,97.291,14.230,96.352,0.096,,,,
1289,09/12/18 03:35:00 AM,97.310,14.230,,0.098,,,,
1290,09/12/18 03:40:00 AM,97.291,14.230,,0.096,,,,
1291,09/12/18 03:45:00 AM,97.300,14.230,96.345,0.097,,,,
1292,09/12/18 03:50:00 AM,97.310,14.230,,0.098,,,,
1293,09/12/18 03:55:00 AM,97.310,14.230,,0.097,,,,
1294,09/12/18 04:00:00 AM,97.310,14.230,96.365,0.096,,,,
1295,09/12/18 04:05:00 AM,97.300,14.230,,0.095,,,,
1296,09/12/18 04:10:00 AM,97.320,14.230,,0.097,,,,
1297,09/12/18 04:15:00 AM,97.320,14.230,96.375,0.096,,,,
1298,09/12/18 04:20:00 AM,97.340,14.230,,0.098,,,,
1299,09/12/18 04:25:00 AM,97.349,14.230,,0.098,,,,
1300,09/12/18 04:30:00 AM,97.361,73.825,96.391,0.099,,,,
1301,09/12/18 04:35:00 AM,144.080,73.825,,4.862,,,,
1302,09/12/18 04:40:00 AM,146.429,68.572,,5.101,,,,
1303,09/12/18 04:45:00 AM,97.369,14.230,96.411,0.098,,,,
1304,09/12/18 04:50:00 AM,97.379,14.230,,0.098,,,,
1305,09/12/18 04:55:00 AM,97.369,14.230,,0.096,,,,
1306,09/12/18 05:00:00 AM,97.389,14.230,96.441,0.097,,,,
1307,09/12/18 05:05:00 AM,97.389,14.230,,0.097,,,,
1308,09/12/18 05:10:00 AM,97.389,14.230,,0.097,,,,
1309,09/12/18 05:15:00 AM,97.389,14.230,96.441,0.097,,,,
1310,09/12/18 05:20:00 AM,97.418,14.230,,0.099,,,,
1311,09/12/18 05:25:00 AM,97.408,14.230,,0.098,,,,
1312,09/12/18 05:30:00 AM,97.418,14.230,96.451,0.099,,,,
1313,09/12/18 05:35:00 AM,97.418,14.230,,0.098,,,,
1314,09/12/18 05:40:00 AM,97.418,14.230,,0.098,,,,
1315,09/12/18 05:45:00 AM,97.418,14.230,96.461,0.098,,,,
1316,09/12/18 05:50:00 AM,97.418,14.230,,0.096,,,,
1317,09/12/18 05:55:00 AM,97.438,14.230,,0.096,,,,
1318,09/12/18 06:00:00 AM,97.438,14.230,96.510,0.095,,,,
1319,09/12/18 06:05:00 AM,97.447,14.230,,0.096,,,,
1320,09/12/18 06:10:00 AM,97.438,14.230,,0.095,,,,
1321,09/12/18 06:15:00 AM,97.447,14.230,96.504,0.096,,,,
1322,09/12/18 06:20:00 AM,97.457,14.230,,0.097,,,,
1323,09/12/18 06:25:00 AM,97.447,14.230,,0.097,,,,
1324,09/12/18 06:30:00 AM,97.467,14.230,96.498,0.099,,,,
1325,09/12/18 06:35:00 AM,97.467,14.230,,0.099,,,,
1326,09/12/18 06:40:00 AM,97.477,14.230,,0.100,,,,
1327,09/12/18 06:45:00 AM,97.467,14.230,96.502,0.098,,,,
1328,09/12/18 06:50:00 AM,97.467,14.230,,0.098,,,,
1329,09/12/18 06:55:00 AM,97.477,14.230,,0.098,,,,
1330,09/12/18 07:00:00 AM,97.477,14.230,96.520,0.098,,,,
1331,09/12/18 07:05:00 AM,97.487,14.230,,0.099,,,,
1332,09/12/18 07:10:00 AM,97.477,14.230,,0.098,,,,
1333,09/12/18 07:15:00 AM,97.496,14.230,96.514,0.100,,,,
1334,09/12/18 07:20:00 AM,97.496,14.230,,0.100,,,,
1335,09/12/18 07:25:00 AM,97.487,14.230,,0.099,,,,
1336,09/12/18 07:30:00 AM,97.496,14.230,96.511,0.100,,,,
1337,09/12/18 07:35:00 AM,97.477,14.230,,0.099,,,,
1338,09/12/18 07:40:00 AM,97.467,14.230,,0.098,,,,
1339,09/12/18 07:45:00 AM,97.457,14.230,96.499,0.098,,,,
1340,09/12/18 07:50:00 AM,97.457,14.230,,0.097,,,,
1341,09/12/18 07:55:00 AM,97.467,14.230,,0.097,,,,
1342,09/12/18 08:00:00 AM,97.487,14.230,96.527,0.098,,,,
1343,09/12/18 08:05:00 AM,97.467,14.230,,0.096,,,,
1344,09/12/18 08:10:00 AM,97.479,14.325,,0.097,,,,
1345,09/12/18 08:15:00 AM,97.489,14.325,96.529,0.098,,,,
1346,09/12/18 08:20:00 AM,97.479,14.325,,0.097,,,,
1347,09/12/18 08:25:00 AM,97.499,14.325,,0.099,,,,
1348,09/12/18 08:30:00 AM,97.489,14.325,96.530,0.098,,,,
1349,09/12/18 08:35:00 AM,97.489,14.325,,0.098,,,,
1350,09/12/18 08:40:00 AM,97.479,14.325,,0.096,,,,
1351,09/12/18 08:45:00 AM,97.482,14.421,96.538,0.096,,,,
1352,09/12/18 08:50:00 AM,97.482,14.421,,0.096,,,,
1353,09/12/18 08:55:00 AM,97.482,14.421,,0.095,,,,
1354,09/12/18 09:00:00 AM,97.492,14.421,96.552,0.096,,,,
1355,09/12/18 09:05:00 AM,97.502,14.421,,0.097,,,,
1356,09/12/18 09:10:00 AM,97.492,14.421,,0.097,,,,
1357,09/12/18 09:15:00 AM,97.504,14.517,96.540,0.098,,,,
1358,09/12/18 09:20:00 AM,97.504,14.517,,0.097,,,,
1359,09/12/18 09:25:00 AM,97.514,14.517,,0.098,,,,
1360,09/12/18 09:30:00 AM,97.514,14.517,96.565,0.097,,,,
1361,09/12/18 09:35:00 AM,97.524,14.517,,0.098,,,,
1362,09/12/18 09:40:00 AM,97.527,14.613,,0.098,,,,
1363,09/12/18 09:45:00 AM,97.517,14.613,96.563,0.097,,,,
1364,09/12/18 09:50:00 AM,97.527,14.613,,0.099,,,,
1365,09/12/18 09:55:00 AM,97.517,14.613,,0.099,,,,
1366,09/12/18 10:00:00 AM,97.520,14.709,96.543,0.100,,,,
1367,09/12/18 10:05:00 AM,97.510,14.709,,0.099,,,,
1368,09/12/18 10:10:00 AM,97.510,14.709,,0.099,,,,
1369,09/12/18 10:15:00 AM,97.513,14.804,96.540,0.099,,,,
1370,09/12/18 10:20:00 AM,97.503,14.804,,0.098,,,,
1371,09/12/18 10:25:00 AM,97.483,14.804,,0.096,,,,
1372,09/12/18 10:30:00 AM,97.496,14.900,96.540,0.097,,,,
1373,09/12/18 10:35:00 AM,97.515,14.900,,0.099,,,,
1374,09/12/18 10:40:00 AM,97.505,14.900,,0.098,,,,
1375,09/12/18 10:45:00 AM,97.508,14.996,96.542,0.099,,,,
1376,09/12/18 10:50:00 AM,97.498,14.996,,0.098,,,,
1377,09/12/18 10:55:00 AM,97.498,14.996,,0.098,,,,
1378,09/12/18 11:00:00 AM,97.491,15.091,96.538,0.097,,,,
1379,09/12/18 11:05:00 AM,97.491,15.091,,0.098,,,,
1380,09/12/18 11:10:00 AM,97.482,15.091,,0.098,,,,
1381,09/12/18 11:15:00 AM,97.484,15.187,96.515,0.099,,,,
1382,09/12/18 11:20:00 AM,97.474,15.187,,0.098,,,,
1383,09/12/18 11:25:00 AM,97.487,15.282,,0.099,,,,
1384,09/12/18 11:30:00 AM,97.477,15.282,96.517,0.098,,,,
1385,09/12/18 11:35:00 AM,97.470,15.378,,0.098,,,,
1386,09/12/18 11:40:00 AM,97.480,15.378,,0.100,,,,
1387,09/12/18 11:45:00 AM,97.460,15.378,96.497,0.098,,,,
1388,09/12/18 11:50:00 AM,97.463,15.473,,0.098,,,,
1389,09/12/18 11:55:00 AM,97.473,15.473,,0.099,,,,
1390,09/12/18 12:00:00 PM,97.466,15.569,96.511,0.097,,,,
1391,09/12/18 12:05:00 PM,97.466,15.569,,0.097,,,,
1392,09/12/18 12:10:00 PM,97.456,15.569,,0.096,,,,
1393,09/12/18 12:15:00 PM,97.478,15.664,96.519,0.098,,,,
1394,09/12/18 12:20:00 PM,97.478,15.664,,0.098,,,,
1395,09/12/18 12:25:00 PM,97.468,15.664,,0.097,,,,
1396,09/12/18 12:30:00 PM,97.471,15.760,96.510,0.098,,,,
1397,09/12/18 12:35:00 PM,97.461,15.760,,0.097,,,,
1398,09/12/18 12:40:00 PM,97.461,15.760,,0.097,,,,
1399,09/12/18 12:45:00 PM,97.474,15.855,96.510,0.098,,,,
1400,09/12/18 12:50:00 PM,97.474,15.855,,0.098,,,,
1401,09/12/18 12:55:00 PM,97.454,15.855,,0.096,,,,
1402,09/12/18 01:00:00 PM,97.467,15.951,96.516,0.097,,,,
1403,09/12/18 01:05:00 PM,97.467,15.951,,0.098,,,,
1404,09/12/18 01:10:00 PM,97.457,15.951,,0.098,,,,
1405,09/12/18 01:15:00 PM,97.450,16.046,96.488,0.098,,,,
1406,09/12/18 01:20:00 PM,97.450,16.046,,0.099,,,,
1407,09/12/18 01:25:00 PM,97.460,16.046,,0.100,,,,
1408,09/12/18 01:30:00 PM,97.440,16.046,96.476,0.098,,,,
1409,09/12/18 01:35:00 PM,97.462,16.141,,0.100,,,,
1410,09/12/18 01:40:00 PM,97.443,16.141,,0.098,,,,
1411,09/12/18 01:45:00 PM,97.443,16.141,96.484,0.098,,,,
1412,09/12/18 01:50:00 PM,97.433,16.141,,0.097,,,,
1413,09/12/18 01:55:00 PM,97.443,16.141,,0.098,,,,
1414,09/12/18 02:00:00 PM,97.433,16.141,96.477,0.097,,,,
1415,09/12/18 02:05:00 PM,97.426,16.237,,0.097,,,,
1416,09/12/18 02:10:00 PM,97.436,16.237,,0.098,,,,
1417,09/12/18 02:15:00 PM,97.426,16.237,96.470,0.097,,,,
1418,09/12/18 02:20:00 PM,97.416,16.237,,0.097,,,,
1419,09/12/18 02:25:00 PM,97.426,16.237,,0.098,,,,
1420,09/12/18 02:30:00 PM,97.419,16.332,96.464,0.097,,,,
1421,09/12/18 02:35:00 PM,97.419,16.332,,0.098,,,,
1422,09/12/18 02:40:00 PM,97.419,16.332,,0.098,,,,
1423,09/12/18 02:45:00 PM,97.419,16.332,96.455,0.098,,,,
1424,09/12/18 02:50:00 PM,97.429,16.332,,0.099,,,,
1425,09/12/18 02:55:00 PM,97.419,16.332,,0.097,,,,
1426,09/12/18 03:00:00 PM,97.412,16.427,96.468,0.096,,,,
1427,09/12/18 03:05:00 PM,97.422,16.427,,0.098,,,,
1428,09/12/18 03:10:00 PM,97.422,16.427,,0.098,,,,
1429,09/12/18 03:15:00 PM,97.402,16.427,96.461,0.096,,,,
1430,09/12/18 03:20:00 PM,97.412,16.427,,0.098,,,,
1431,09/12/18 03:25:00 PM,97.392,16.427,,0.096,,,,
1432,09/12/18 03:30:00 PM,97.402,16.427,96.443,0.098,,,,
1433,09/12/18 03:35:00 PM,97.402,16.427,,0.097,,,,
1434,09/12/18 03:40:00 PM,97.405,16.523,,0.096,,,,
1435,09/12/18 03:45:00 PM,97.415,16.523,96.469,0.096,,,,
1436,09/12/18 03:50:00 PM,97.405,16.523,,0.096,,,,
1437,09/12/18 03:55:00 PM,97.405,16.523,,0.096,,,,
1438,09/12/18 04:00:00 PM,97.405,16.523,96.455,0.097,,,,
1439,09/12/18 04:05:00 PM,97.405,16.523,,0.097,,,,
1440,09/12/18 04:10:00 PM,97.415,16.523,,0.098,,,,
1441,09/12/18 04:15:00 PM,97.424,16.523,96.457,0.099,,,,
1442,09/12/18 04:20:00 PM,97.415,16.523,,0.097,,,,
1443,09/12/18 04:25:00 PM,97.424,16.523,,0.098,,,,
1444,09/12/18 04:30:00 PM,97.434,16.523,96.463,0.099,,,,
1445,09/12/18 04:35:00 PM,97.454,16.523,,0.101,,,,
1446,09/12/18 04:40:00 PM,97.444,16.523,,0.099,,,,
1447,09/12/18 04:45:00 PM,97.444,16.523,96.479,0.098,,,,
1448,09/12/18 04:50:00 PM,97.444,16.523,,0.099,,,,
1449,09/12/18 04:55:00 PM,97.434,16.523,,0.098,,,,
1450,09/12/18 05:00:00 PM,97.434,16.523,96.475,0.098,,,,
1451,09/12/18 05:05:00 PM,97.434,16.523,,0.097,,,,
1452,09/12/18 05:10:00 PM,97.434,16.523,,0.097,,,,
1453,09/12/18 05:15:00 PM,97.434,16.523,96.487,0.097,,,,
1454,09/12/18 05:20:00 PM,97.454,16.523,,0.098,,,,
1455,09/12/18 05:25:00 PM,97.454,16.523,,0.098,,,,
1456,09/12/18 05:30:00 PM,97.454,16.523,96.493,0.098,,,,
1457,09/12/18 05:35:00 PM,97.464,16.523,,0.100,,,,
