"Plot Title: 10563962_TF-B_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10563962, SEN S/N: 10563962, LBL: P)","Temp, °C (LGR S/N: 10563962, SEN S/N: 10563962, LBL: T)","Abs Pres Barom., kPa (LGR S/N: 10710527, SEN S/N: 10710527)","Sensor Depth, meters (LGR S/N: 10563962)","Coupler Detached (LGR S/N: 10563962)","Coupler Attached (LGR S/N: 10563962)","Stopped (LGR S/N: 10563962)","End Of File (LGR S/N: 10563962)"
226,09/08/18 11:00:00 AM,96.296,12.594,96.171,0.013,,,,
227,09/08/18 11:05:00 AM,96.296,12.594,,0.013,,,,
228,09/08/18 11:10:00 AM,96.298,12.690,,0.014,,,,
229,09/08/18 11:15:00 AM,96.279,12.690,96.157,0.012,,,,
230,09/08/18 11:20:00 AM,96.291,12.787,,0.014,,,,
231,09/08/18 11:25:00 AM,96.284,12.883,,0.013,,,,
232,09/08/18 11:30:00 AM,96.277,12.980,96.156,0.012,,,,
233,09/08/18 11:35:00 AM,96.270,13.076,,0.012,,,,
234,09/08/18 11:40:00 AM,96.260,13.076,,0.011,,,,
235,09/08/18 11:45:00 AM,96.263,13.173,96.150,0.012,,,,
236,09/08/18 11:50:00 AM,96.273,13.173,,0.012,,,,
237,09/08/18 11:55:00 AM,96.256,13.269,,0.010,,,,
238,09/08/18 12:00:00 PM,96.268,13.365,96.160,0.011,,,,
239,09/08/18 12:05:00 PM,96.258,13.365,,0.010,,,,
240,09/08/18 12:10:00 PM,96.254,13.558,,0.010,,,,
241,09/08/18 12:15:00 PM,96.269,13.750,96.160,0.011,,,,
242,09/08/18 12:20:00 PM,96.272,13.846,,0.011,,,,
243,09/08/18 12:25:00 PM,96.262,13.846,,0.010,,,,
244,09/08/18 12:30:00 PM,96.272,13.846,96.160,0.011,,,,
245,09/08/18 12:35:00 PM,96.252,13.846,,0.011,,,,
246,09/08/18 12:40:00 PM,96.252,13.846,,0.013,,,,
247,09/08/18 12:45:00 PM,96.242,13.846,96.108,0.014,,,,
248,09/08/18 12:50:00 PM,96.245,13.942,,0.014,,,,
249,09/08/18 12:55:00 PM,96.240,14.134,,0.014,,,,
250,09/08/18 01:00:00 PM,96.239,14.421,96.100,0.014,,,,
251,09/08/18 01:05:00 PM,96.244,14.613,,0.015,,,,
252,09/08/18 01:10:00 PM,96.237,14.709,,0.015,,,,
253,09/08/18 01:15:00 PM,96.227,14.709,96.090,0.014,,,,
254,09/08/18 01:20:00 PM,96.244,14.613,,0.015,,,,
255,09/08/18 01:25:00 PM,96.244,14.613,,0.013,,,,
256,09/08/18 01:30:00 PM,96.251,14.517,96.123,0.013,,,,
257,09/08/18 01:35:00 PM,96.231,14.517,,0.012,,,,
258,09/08/18 01:40:00 PM,96.231,14.517,,0.014,,,,
259,09/08/18 01:45:00 PM,96.229,14.421,96.084,0.015,,,,
260,09/08/18 01:50:00 PM,96.209,14.421,,0.013,,,,
261,09/08/18 01:55:00 PM,96.197,14.325,,0.011,,,,
262,09/08/18 02:00:00 PM,96.194,14.230,96.089,0.011,,,,
263,09/08/18 02:05:00 PM,96.204,14.230,,0.012,,,,
264,09/08/18 02:10:00 PM,96.194,14.230,,0.011,,,,
265,09/08/18 02:15:00 PM,96.204,14.230,96.087,0.012,,,,
266,09/08/18 02:20:00 PM,96.221,14.134,,0.014,,,,
267,09/08/18 02:25:00 PM,96.194,14.230,,0.011,,,,
268,09/08/18 02:30:00 PM,96.194,14.230,96.081,0.012,,,,
269,09/08/18 02:35:00 PM,96.184,14.230,,0.010,,,,
270,09/08/18 02:40:00 PM,96.194,14.230,,0.011,,,,
271,09/08/18 02:45:00 PM,96.201,14.134,96.087,0.012,,,,
272,09/08/18 02:50:00 PM,96.191,14.134,,0.011,,,,
273,09/08/18 02:55:00 PM,96.208,14.038,,0.013,,,,
274,09/08/18 03:00:00 PM,96.196,13.942,96.076,0.012,,,,
275,09/08/18 03:05:00 PM,96.215,13.942,,0.014,,,,
276,09/08/18 03:10:00 PM,96.213,13.846,,0.013,,,,
277,09/08/18 03:15:00 PM,96.210,13.750,96.088,0.012,,,,
278,09/08/18 03:20:00 PM,96.220,13.750,,0.013,,,,
279,09/08/18 03:25:00 PM,96.208,13.654,,0.012,,,,
280,09/08/18 03:30:00 PM,96.215,13.558,96.093,0.012,,,,
281,09/08/18 03:35:00 PM,96.222,13.461,,0.013,,,,
282,09/08/18 03:40:00 PM,96.200,13.365,,0.010,,,,
283,09/08/18 03:45:00 PM,96.236,13.269,96.105,0.013,,,,
284,09/08/18 03:50:00 PM,96.226,13.269,,0.012,,,,
285,09/08/18 03:55:00 PM,96.233,13.173,,0.013,,,,
286,09/08/18 04:00:00 PM,96.211,13.076,96.103,0.011,,,,
287,09/08/18 04:05:00 PM,96.221,13.076,,0.012,,,,
288,09/08/18 04:10:00 PM,96.218,12.980,,0.011,,,,
289,09/08/18 04:15:00 PM,96.235,12.883,96.108,0.013,,,,
290,09/08/18 04:20:00 PM,96.242,12.787,,0.013,,,,
291,09/08/18 04:25:00 PM,96.252,12.787,,0.012,,,,
292,09/08/18 04:30:00 PM,96.250,12.690,96.142,0.011,,,,
293,09/08/18 04:35:00 PM,96.266,12.594,,0.013,,,,
294,09/08/18 04:40:00 PM,96.264,12.497,,0.012,,,,
295,09/08/18 04:45:00 PM,96.281,12.401,96.142,0.014,,,,
296,09/08/18 04:50:00 PM,96.291,12.401,,0.015,,,,
297,09/08/18 04:55:00 PM,96.278,12.304,,0.013,,,,
298,09/08/18 05:00:00 PM,96.276,12.207,96.157,0.012,,,,
299,09/08/18 05:05:00 PM,96.283,12.110,,0.012,,,,
300,09/08/18 05:10:00 PM,96.300,12.013,,0.013,,,,
301,09/08/18 05:15:00 PM,96.297,11.916,96.173,0.013,,,,
302,09/08/18 05:20:00 PM,96.294,11.819,,0.012,,,,
303,09/08/18 05:25:00 PM,96.314,11.819,,0.013,,,,
304,09/08/18 05:30:00 PM,96.311,11.722,96.190,0.012,,,,
305,09/08/18 05:35:00 PM,96.318,11.625,,0.013,,,,
306,09/08/18 05:40:00 PM,96.316,11.528,,0.012,,,,
307,09/08/18 05:45:00 PM,96.333,11.431,96.196,0.014,,,,
308,09/08/18 05:50:00 PM,96.340,11.334,,0.014,,,,
309,09/08/18 05:55:00 PM,96.327,11.236,,0.012,,,,
310,09/08/18 06:00:00 PM,96.337,11.236,96.220,0.012,,,,
311,09/08/18 06:05:00 PM,96.344,11.139,,0.012,,,,
312,09/08/18 06:10:00 PM,96.352,11.041,,0.013,,,,
313,09/08/18 06:15:00 PM,96.359,10.944,96.232,0.013,,,,
314,09/08/18 06:20:00 PM,96.366,10.846,,0.013,,,,
315,09/08/18 06:25:00 PM,96.373,10.748,,0.014,,,,
316,09/08/18 06:30:00 PM,96.373,10.748,96.241,0.013,,,,
317,09/08/18 06:35:00 PM,96.390,10.651,,0.015,,,,
318,09/08/18 06:40:00 PM,96.397,10.553,,0.015,,,,
319,09/08/18 06:45:00 PM,96.385,10.455,96.250,0.014,,,,
320,09/08/18 06:50:00 PM,96.395,10.455,,0.014,,,,
321,09/08/18 06:55:00 PM,96.402,10.357,,0.014,,,,
322,09/08/18 07:00:00 PM,96.399,10.259,96.278,0.012,,,,
323,09/08/18 07:05:00 PM,96.409,10.259,,0.013,,,,
324,09/08/18 07:10:00 PM,96.406,10.161,,0.012,,,,
325,09/08/18 07:15:00 PM,96.416,10.161,96.290,0.013,,,,
326,09/08/18 07:20:00 PM,96.433,10.063,,0.015,,,,
327,09/08/18 07:25:00 PM,96.421,9.965,,0.015,,,,
328,09/08/18 07:30:00 PM,96.430,9.965,96.273,0.016,,,,
329,09/08/18 07:35:00 PM,96.428,9.866,,0.015,,,,
330,09/08/18 07:40:00 PM,96.428,9.866,,0.014,,,,
331,09/08/18 07:45:00 PM,96.445,9.768,96.301,0.015,,,,
332,09/08/18 07:50:00 PM,96.442,9.669,,0.013,,,,
333,09/08/18 07:55:00 PM,96.452,9.669,,0.013,,,,
334,09/08/18 08:00:00 PM,96.449,9.571,96.334,0.012,,,,
335,09/08/18 08:05:00 PM,96.439,9.571,,0.011,,,,
336,09/08/18 08:10:00 PM,96.447,9.472,,0.013,,,,
337,09/08/18 08:15:00 PM,96.437,9.472,96.319,0.012,,,,
338,09/08/18 08:20:00 PM,96.454,9.373,,0.013,,,,
339,09/08/18 08:25:00 PM,96.454,9.373,,0.013,,,,
340,09/08/18 08:30:00 PM,96.451,9.275,96.331,0.012,,,,
341,09/08/18 08:35:00 PM,96.441,9.275,,0.011,,,,
342,09/08/18 08:40:00 PM,96.449,9.176,,0.012,,,,
343,09/08/18 08:45:00 PM,96.449,9.176,96.333,0.012,,,,
344,09/08/18 08:50:00 PM,96.458,9.176,,0.013,,,,
345,09/08/18 08:55:00 PM,96.456,9.077,,0.013,,,,
346,09/08/18 09:00:00 PM,96.453,8.978,96.329,0.013,,,,
347,09/08/18 09:05:00 PM,96.463,8.978,,0.013,,,,
348,09/08/18 09:10:00 PM,96.470,8.879,,0.013,,,,
349,09/08/18 09:15:00 PM,96.480,8.879,96.345,0.014,,,,
350,09/08/18 09:20:00 PM,96.480,8.879,,0.014,,,,
351,09/08/18 09:25:00 PM,96.477,8.779,,0.014,,,,
352,09/08/18 09:30:00 PM,96.467,8.779,96.341,0.013,,,,
353,09/08/18 09:35:00 PM,96.477,8.779,,0.013,,,,
354,09/08/18 09:40:00 PM,96.494,8.680,,0.015,,,,
355,09/08/18 09:45:00 PM,96.504,8.680,96.357,0.015,,,,
356,09/08/18 09:50:00 PM,96.494,8.680,,0.014,,,,
357,09/08/18 09:55:00 PM,96.501,8.581,,0.015,,,,
358,09/08/18 10:00:00 PM,96.492,8.581,96.359,0.014,,,,
359,09/08/18 10:05:00 PM,96.499,8.481,,0.014,,,,
360,09/08/18 10:10:00 PM,96.499,8.481,,0.014,,,,
361,09/08/18 10:15:00 PM,96.489,8.481,96.370,0.012,,,,
362,09/08/18 10:20:00 PM,96.496,8.382,,0.012,,,,
363,09/08/18 10:25:00 PM,96.496,8.382,,0.011,,,,
364,09/08/18 10:30:00 PM,96.513,8.282,96.402,0.011,,,,
365,09/08/18 10:35:00 PM,96.513,8.282,,0.012,,,,
366,09/08/18 10:40:00 PM,96.513,8.282,,0.012,,,,
367,09/08/18 10:45:00 PM,96.510,8.182,96.388,0.012,,,,
368,09/08/18 10:50:00 PM,96.510,8.182,,0.012,,,,
369,09/08/18 10:55:00 PM,96.510,8.182,,0.012,,,,
370,09/08/18 11:00:00 PM,96.520,8.182,96.388,0.013,,,,
371,09/08/18 11:05:00 PM,96.518,8.082,,0.014,,,,
372,09/08/18 11:10:00 PM,96.498,8.082,,0.012,,,,
373,09/08/18 11:15:00 PM,96.498,8.082,96.372,0.013,,,,
374,09/08/18 11:20:00 PM,96.498,8.082,,0.012,,,,
375,09/08/18 11:25:00 PM,96.527,8.082,,0.015,,,,
376,09/08/18 11:30:00 PM,96.505,7.983,96.388,0.012,,,,
377,09/08/18 11:35:00 PM,96.505,7.983,,0.012,,,,
378,09/08/18 11:40:00 PM,96.512,7.882,,0.013,,,,
379,09/08/18 11:45:00 PM,96.522,7.882,96.390,0.013,,,,
380,09/08/18 11:50:00 PM,96.520,7.782,,0.013,,,,
381,09/08/18 11:55:00 PM,96.520,7.782,,0.013,,,,
382,09/09/18 12:00:00 AM,96.520,7.782,96.398,0.012,,,,
383,09/09/18 12:05:00 AM,96.517,7.682,,0.012,,,,
384,09/09/18 12:10:00 AM,96.527,7.682,,0.013,,,,
385,09/09/18 12:15:00 AM,96.527,7.682,96.394,0.014,,,,
386,09/09/18 12:20:00 AM,96.524,7.582,,0.013,,,,
