"Plot Title: 10754451_SF-C_180719"
"#","Date Time, GMT-05:00","Abs Pres, kPa (LGR S/N: 10754451, SEN S/N: 10754451)","Temp, °C (LGR S/N: 10754451, SEN S/N: 10754451)","Abs Pres Barom., kPa (LGR S/N: 10710527, SEN S/N: 10710527)","Sensor Depth, meters (LGR S/N: 10754451)","Coupler Detached (LGR S/N: 10754451)","Coupler Attached (LGR S/N: 10754451)","Stopped (LGR S/N: 10754451)","End Of File (LGR S/N: 10754451)"
1,09/07/18 03:50:00 PM,95.691,17.284,,,Logged,,,
2,09/07/18 03:55:00 PM,95.668,16.999,,,,,,
3,09/07/18 04:00:00 PM,95.678,16.808,,,,,,
4,09/07/18 04:05:00 PM,95.660,16.713,,,,,,
5,09/07/18 04:10:00 PM,95.673,16.618,,,,,,
6,09/07/18 04:15:00 PM,95.655,16.523,,,,,,
7,09/07/18 04:20:00 PM,95.652,16.427,,,,,,
8,09/07/18 04:25:00 PM,95.667,16.427,,,,,,
9,09/07/18 04:30:00 PM,95.649,16.332,,,,,,
10,09/07/18 04:35:00 PM,95.649,16.332,,,,,,
11,09/07/18 04:40:00 PM,95.662,16.237,,,,,,
12,09/07/18 04:45:00 PM,95.662,16.237,,,,,,
13,09/07/18 04:50:00 PM,95.675,16.141,,,,,,
14,09/07/18 04:55:00 PM,95.659,16.141,,,,,,
15,09/07/18 05:00:00 PM,95.672,16.046,95.899,-0.023,,,,
16,09/07/18 05:05:00 PM,95.685,15.951,,-0.022,,,,
17,09/07/18 05:10:00 PM,95.698,15.855,,-0.021,,,,
18,09/07/18 05:15:00 PM,95.679,15.760,95.912,-0.024,,,,
19,09/07/18 05:20:00 PM,95.679,15.760,,-0.024,,,,
20,09/07/18 05:25:00 PM,95.677,15.664,,-0.025,,,,
21,09/07/18 05:30:00 PM,95.674,15.569,95.927,-0.026,,,,
22,09/07/18 05:35:00 PM,95.671,15.473,,-0.026,,,,
23,09/07/18 05:40:00 PM,95.684,15.378,,-0.025,,,,
24,09/07/18 05:45:00 PM,95.682,15.282,95.924,-0.025,,,,
25,09/07/18 05:50:00 PM,95.679,15.187,,-0.025,,,,
26,09/07/18 05:55:00 PM,95.679,15.187,,-0.024,,,,
27,09/07/18 06:00:00 PM,95.661,15.091,95.915,-0.026,,,,
28,09/07/18 06:05:00 PM,95.689,14.996,,-0.024,,,,
29,09/07/18 06:10:00 PM,95.702,14.900,,-0.023,,,,
30,09/07/18 06:15:00 PM,95.699,14.804,95.939,-0.024,,,,
31,09/07/18 06:20:00 PM,95.699,14.804,,-0.024,,,,
32,09/07/18 06:25:00 PM,95.712,14.709,,-0.023,,,,
33,09/07/18 06:30:00 PM,95.694,14.613,95.935,-0.025,,,,
34,09/07/18 06:35:00 PM,95.709,14.613,,-0.024,,,,
35,09/07/18 06:40:00 PM,95.722,14.517,,-0.023,,,,
36,09/07/18 06:45:00 PM,95.735,14.421,95.961,-0.023,,,,
37,09/07/18 06:50:00 PM,95.735,14.421,,-0.024,,,,
38,09/07/18 06:55:00 PM,95.747,14.325,,-0.024,,,,
39,09/07/18 07:00:00 PM,95.747,14.325,95.987,-0.024,,,,
40,09/07/18 07:05:00 PM,95.747,14.325,,-0.024,,,,
41,09/07/18 07:10:00 PM,95.729,14.230,,-0.025,,,,
42,09/07/18 07:15:00 PM,95.745,14.230,95.972,-0.023,,,,
43,09/07/18 07:20:00 PM,95.742,14.134,,-0.024,,,,
44,09/07/18 07:25:00 PM,95.757,14.134,,-0.023,,,,
45,09/07/18 07:30:00 PM,95.770,14.038,95.986,-0.022,,,,
46,09/07/18 07:35:00 PM,95.752,13.942,,-0.025,,,,
47,09/07/18 07:40:00 PM,95.768,13.942,,-0.024,,,,
48,09/07/18 07:45:00 PM,95.765,13.846,96.008,-0.025,,,,
49,09/07/18 07:50:00 PM,95.762,13.750,,-0.025,,,,
50,09/07/18 07:55:00 PM,95.778,13.750,,-0.023,,,,
